player_key,team_key,season_key,g,gs,perce,ts_per,usg_per,ws,bpm,vorp,mp,age,salary,value,deserved_salary,salary_gap,overpaid_underpaid,fair_value
thompkl01,GSW,2022,32,32,16.70,0.55,29.60,1.80,1.10,0.70,941,31,43918911.00,10204180.42,24407782.05,-19511128.95,19511128.95,False
lambje01,2TM,2022,56,0,13.30,0.52,19.70,1.20,-0.80,0.30,935,29,12141649.00,-1510957.76,12692643.87,550994.87,-550994.87,True
lambje01,IND,2022,39,0,13.40,0.52,20.00,0.90,-0.50,0.20,613,29,12141649.00,-1224495.50,12979106.13,837457.13,-837457.13,True
lambje01,SAC,2022,17,0,13.10,0.51,19.10,0.30,-1.50,0.00,322,29,12141649.00,-4612285.54,9591316.09,-2550332.91,2550332.91,False
smithja04,2TM,2022,51,8,18.40,0.59,20.30,2.80,-0.50,0.30,925,21,5154997.00,-3098905.89,11104695.74,5949698.74,-5949698.74,False
smithja04,PHO,2022,29,4,15.90,0.55,20.50,1.10,-2.30,0.00,382,21,5154997.00,-6441032.86,7762568.77,2607571.77,-2607571.77,False
smithja04,IND,2022,22,4,20.20,0.63,20.10,1.70,0.80,0.40,543,21,5154997.00,-2412355.22,11791246.41,6636249.41,-6636249.41,False
maledth01,OKC,2022,51,7,10.60,0.50,20.30,0.30,-4.40,-0.60,908,20,2312695.00,-7529578.78,6674022.85,4361327.85,-4361327.85,False
satorto01,3TM,2022,55,13,10.20,0.46,12.60,1.00,-3.70,-0.40,906,30,11563475.00,-12562210.15,1641391.47,-9922083.53,9922083.53,False
satorto01,NOP,2022,32,3,6.50,0.37,12.60,0.00,-5.60,-0.40,481,30,11563475.00,-15094511.38,-890909.75,-12454384.75,12454384.75,False
satorto01,SAS,2022,1,0,12.80,0.85,8.30,0.00,-1.30,0.00,9,30,11563475.00,-17900965.13,-3697363.50,-15260838.50,15260838.50,False
satorto01,WAS,2022,22,10,14.40,0.56,12.60,1.00,-1.50,0.10,416,30,11563475.00,-11507049.74,2696551.89,-8866923.11,8866923.11,False
carteje01,2TM,2022,66,3,9.60,0.53,14.00,1.20,-2.20,-0.10,905,26,4749291.00,-8315860.62,5887741.01,1138450.01,-1138450.01,False
carteje01,BRK,2022,46,1,6.50,0.46,15.90,-0.10,-4.40,-0.30,552,26,4749291.00,-10092401.71,4111199.92,-638091.08,638091.08,False
carteje01,MIL,2022,20,2,14.40,0.68,10.90,1.20,1.20,0.30,353,26,4749291.00,-8322657.63,5880944.00,1131653.00,-1131653.00,False
mclaujo01,MIN,2022,62,3,13.40,0.54,11.80,2.30,0.40,0.60,902,25,2312695.00,-6351639.35,7851962.28,5539267.28,-5539267.28,False
jonesde02,CHI,2022,51,8,13.00,0.63,12.50,2.20,-0.90,0.20,899,24,,-9267939.52,4935662.11,,,False
thomptr01,3TM,2022,57,6,14.90,0.54,17.50,1.60,-3.10,-0.30,897,30,11501738.00,-9507431.55,4696170.07,-6805567.93,6805567.93,False
thomptr01,SAC,2022,30,3,15.10,0.52,19.50,0.60,-3.70,-0.20,455,30,11501738.00,-9791902.62,4411699.01,-7090038.99,7090038.99,False
thomptr01,IND,2022,4,0,12.50,0.53,20.40,0.00,-6.80,-0.10,66,30,11501738.00,-15403170.64,-1199569.01,-12701307.01,12701307.01,False
thomptr01,CHI,2022,23,3,15.00,0.57,14.70,1.00,-1.70,0.00,376,30,11501738.00,-10426297.23,3777304.40,-7724433.60,7724433.60,False
mcdanja01,CHO,2022,55,2,12.70,0.59,15.30,1.70,-2.30,-0.10,895,24,2061329.00,-9293230.39,4910371.24,2849042.24,-2849042.24,False
brookdi01,MEM,2022,32,31,15.50,0.52,28.80,1.60,-1.80,0.00,885,26,14107439.00,3868051.35,18071652.98,3964213.98,-3964213.98,False
augusdj01,2TM,2022,55,2,9.70,0.61,14.30,0.80,-3.60,-0.40,883,34,8814220.00,-11979924.36,2223677.27,-6590542.73,6590542.73,False
augusdj01,HOU,2022,34,2,9.70,0.60,16.40,0.20,-4.30,-0.30,510,34,8814220.00,-12168501.64,2035099.99,-6779120.01,6779120.01,False
augusdj01,LAL,2022,21,0,9.70,0.64,11.40,0.60,-2.60,-0.10,373,34,8814220.00,-13656788.06,546813.57,-8267406.43,8267406.43,False
ibakase01,2TM,2022,54,12,14.40,0.58,17.80,2.00,-1.50,0.10,877,32,11240738.00,-5829117.66,8374483.97,-2866254.03,2866254.03,False
ibakase01,LAC,2022,35,10,14.90,0.57,19.40,1.10,-1.00,0.10,538,32,11240738.00,-4072940.83,10130660.80,-1110077.20,1110077.20,True
ibakase01,MIL,2022,19,2,13.70,0.60,15.20,0.90,-2.40,0.00,339,32,11240738.00,-11218026.48,2985575.15,-8255162.85,8255162.85,False
watfotr01,POR,2022,48,10,15.80,0.59,17.60,1.90,-1.70,0.10,869,21,889034.00,-7245481.16,6958120.47,6069086.47,-6069086.47,False
murphtr02,NOP,2022,62,1,12.50,0.56,15.70,1.90,-1.20,0.20,864,21,,-6104617.43,8098984.20,,,False
harklma01,SAC,2022,47,24,7.70,0.56,11.20,0.50,-3.30,-0.30,863,28,,-12931391.54,1272210.09,,,False
youngth01,2TM,2022,52,1,17.00,0.55,17.40,2.20,2.20,0.90,845,33,16408571.00,922135.27,15125736.89,-1282834.11,1282834.11,True
youngth01,SAS,2022,26,1,18.60,0.57,19.10,1.00,2.40,0.40,370,33,16408571.00,1020308.26,15223909.89,-1184661.11,1184661.11,True
youngth01,TOR,2022,26,0,15.80,0.53,16.00,1.30,2.00,0.50,475,33,16408571.00,-797462.55,13406139.08,-3002431.92,3002431.92,False
brookar01,2TM,2022,54,11,8.40,0.48,16.40,0.20,-3.90,-0.40,844,23,2010962.00,-9047396.92,5156204.71,3145242.71,-3145242.71,False
brookar01,HOU,2022,41,8,8.40,0.49,17.40,0.00,-4.40,-0.40,690,23,2010962.00,-9572453.89,4631147.74,2620185.74,-2620185.74,False
brookar01,TOR,2022,13,3,8.60,0.44,11.90,0.20,-1.60,0.00,154,23,2010962.00,-9066023.12,5137578.51,3126616.51,-3126616.51,False
hernawi01,NOP,2022,50,8,22.20,0.58,22.50,3.20,0.20,0.50,839,27,2691075.00,-1242725.24,12960876.38,10269801.38,-10269801.38,False
alvarjo01,NOP,2022,54,1,16.40,0.52,18.40,2.10,1.90,0.80,834,23,2226438.00,1716182.03,15919783.65,13693345.65,-13693345.65,False
jacksjo02,2TM,2022,51,3,9.50,0.49,19.70,0.00,-4.50,-0.50,830,24,5787924.00,-7910766.90,6292834.72,504910.72,-504910.72,True
jacksjo02,DET,2022,39,3,9.90,0.50,19.00,0.20,-3.70,-0.30,707,24,5787924.00,-7278638.12,6924963.51,1137039.51,-1137039.51,False
jacksjo02,SAC,2022,12,0,7.10,0.45,23.50,-0.20,-9.20,-0.20,123,24,5787924.00,-14440244.00,-236642.37,-6024566.37,6024566.37,False
snellto01,2TM,2022,53,12,6.30,0.54,10.10,0.40,-4.20,-0.50,823,30,2763255.00,-15169526.43,-965924.80,-3729179.80,3729179.80,False
snellto01,POR,2022,38,10,5.20,0.50,8.70,0.10,-5.00,-0.40,546,30,2763255.00,-17910207.99,-3706606.36,-6469861.36,6469861.36,False
snellto01,NOP,2022,15,2,8.60,0.59,12.80,0.30,-2.60,0.00,277,30,2763255.00,-11644290.33,2559311.30,-203943.70,203943.70,True
stephla01,2TM,2022,46,1,13.60,0.54,22.60,0.80,-3.20,-0.20,814,31,1867297.00,-4580923.72,9622677.91,7755380.91,-7755380.91,False
stephla01,ATL,2022,6,0,4.50,0.40,11.20,0.00,-7.70,-0.10,70,31,1867297.00,-21052471.03,-6848869.40,-8716166.40,8716166.40,False
stephla01,IND,2022,40,1,14.50,0.54,23.70,0.80,-2.80,-0.10,744,31,1867297.00,-3272557.39,10931044.24,9063747.24,-9063747.24,False
ellinwa01,LAL,2022,43,9,9.90,0.59,13.80,1.00,-1.40,0.10,810,34,3054712.00,-7676338.17,6527263.46,3472551.46,-3472551.46,False
bertada01,2TM,2022,56,0,9.40,0.53,17.30,0.90,-2.60,-0.10,807,29,18501560.00,-6226899.23,7976702.40,-10524857.60,10524857.60,False
bertada01,WAS,2022,34,0,8.30,0.53,17.60,0.30,-3.80,-0.20,501,29,18501560.00,-8650379.76,5553221.87,-12948338.13,12948338.13,False
bertada01,DAL,2022,22,0,11.20,0.54,16.70,0.60,-0.60,0.10,306,29,18501560.00,-4220136.05,9983465.57,-8518094.43,8518094.43,False
jeromty01,OKC,2022,48,4,11.30,0.49,20.80,0.50,-2.30,-0.10,801,24,2790081.00,-2846166.53,11357435.10,8567354.10,-8567354.10,False
willilo02,ATL,2022,56,0,12.10,0.50,21.70,0.60,-3.40,-0.30,799,35,,-4877442.55,9326159.08,,,False
grimequ01,NYK,2022,46,6,10.70,0.56,15.10,1.40,-0.30,0.30,786,21,2507701.00,-4136077.38,10067524.24,7559823.24,-7559823.24,False
winslju01,2TM,2022,48,11,13.10,0.48,18.90,0.80,-1.70,0.10,774,25,4512575.00,-4078088.02,10125513.61,5612938.61,-5612938.61,False
winslju01,LAC,2022,37,1,12.40,0.49,18.00,0.60,-1.50,0.10,479,25,4512575.00,-4788487.99,9415113.63,4902538.63,-4902538.63,False
winslju01,POR,2022,11,10,14.10,0.47,20.40,0.20,-2.00,0.00,295,25,4512575.00,-4567993.67,9635607.96,5123032.96,-5123032.96,False
langfro01,2TM,2022,48,5,9.20,0.52,12.90,1.30,-1.40,0.10,771,22,4399162.00,-7524908.57,6678693.06,2279531.06,-2279531.06,False
langfro01,BOS,2022,44,5,9.30,0.52,13.00,1.30,-1.20,0.20,728,22,4399162.00,-7120872.20,7082729.43,2683567.43,-2683567.43,False
langfro01,SAS,2022,4,0,8.10,0.52,10.30,0.00,-4.20,0.00,43,22,4399162.00,-17097652.76,-2894051.13,-7293213.13,7293213.13,False
forretr01,UTA,2022,60,6,10.90,0.55,12.80,1.30,-1.00,0.20,765,23,535632.00,-7869690.68,6333910.95,5798278.95,-5798278.95,False
olynyke01,DET,2022,40,1,16.70,0.56,21.50,1.60,1.60,0.70,764,30,14101799.00,3246032.96,17449634.59,3347835.59,-3347835.59,False
bostobr01,LAC,2022,51,0,11.20,0.48,22.40,0.40,-3.30,-0.30,760,20,,-3502577.48,10701024.15,,,False
mcgruro01,DET,2022,51,2,11.60,0.58,14.80,1.20,-1.40,0.10,754,30,2242562.00,-7442174.07,6761427.56,4518865.56,-4518865.56,False
pascher01,UTA,2022,58,3,13.90,0.61,17.70,2.00,-0.50,0.30,736,25,2061329.00,-4052534.51,10151067.12,8089738.12,-8089738.12,False
marshna01,NOP,2022,55,4,12.30,0.51,20.80,0.80,-3.20,-0.20,735,24,1755313.00,-5505607.32,8697994.31,6942681.31,-6942681.31,False
bitadgo01,IND,2022,50,16,18.00,0.59,19.90,1.90,-0.80,0.20,729,22,3582827.00,-4423490.34,9780111.29,6197284.29,-6197284.29,False
houseda01,3TM,2022,42,7,10.60,0.56,15.20,1.00,-1.10,0.20,727,28,,-5824395.78,8379205.85,,,False
houseda01,HOU,2022,16,1,6.80,0.47,18.30,-0.20,-5.60,-0.20,233,28,,-11243287.48,2960314.14,,,False
houseda01,NYK,2022,1,0,-13.40,0.00,14.60,0.00,-20.40,0.00,3,28,,-33958173.51,-19754571.88,,,False
houseda01,UTA,2022,25,6,12.50,0.61,13.80,1.30,1.20,0.40,491,28,,-3832361.62,10371240.01,,,False
couside01,2TM,2022,48,7,18.20,0.57,28.10,1.60,-1.60,0.10,718,31,2357725.00,1612591.46,15816193.09,13458468.09,-13458468.09,False
couside01,MIL,2022,17,5,19.00,0.57,22.40,1.00,0.60,0.20,287,31,2357725.00,-140803.26,14062798.37,11705073.37,-11705073.37,False
couside01,DEN,2022,31,2,17.60,0.56,31.90,0.60,-3.10,-0.10,431,31,2357725.00,1532684.94,15736286.57,13378561.57,-13378561.57,False
mykhasv01,TOR,2022,56,5,9.60,0.51,16.90,0.80,-2.90,-0.20,716,24,,-7310489.16,6893112.47,,,False
taylote01,IND,2022,33,7,19.00,0.66,15.90,2.40,-0.60,0.20,714,22,1035075.00,-8710093.47,5493508.16,4458433.16,-4458433.16,False
hoodro01,2TM,2022,52,0,7.20,0.49,10.70,0.70,-3.30,-0.20,709,29,2589691.00,-12767996.50,1435605.13,-1154085.87,1154085.87,False
hoodro01,MIL,2022,39,0,6.70,0.47,10.60,0.50,-3.50,-0.20,581,29,2589691.00,-13104985.35,1098616.28,-1491074.72,1491074.72,False
hoodro01,LAC,2022,13,0,9.30,0.60,11.10,0.20,-2.40,0.00,128,29,2589691.00,-13504874.80,698726.83,-1890964.17,1890964.17,False
yurtsom01,MIA,2022,56,12,17.40,0.55,19.90,2.10,-1.00,0.20,706,23,1721876.00,-4130721.39,10072880.24,8351004.24,-8351004.24,False
tillmxa01,MEM,2022,53,2,15.10,0.51,16.40,1.80,0.70,0.50,701,23,,-2347750.71,11855850.92,,,False
nnajize01,DEN,2022,41,1,13.50,0.63,14.90,1.80,-2.20,0.00,698,21,2889434.00,-10465767.32,3737834.31,848400.31,-848400.31,False
johnske07,2TM,2022,37,12,8.70,0.45,21.20,-0.50,-5.90,-0.70,697,19,2952432.00,-9151404.01,5052197.62,2099765.62,-2099765.62,False
johnske07,LAC,2022,15,0,9.40,0.44,21.90,0.10,-5.70,-0.10,135,19,2952432.00,-9173844.95,5029756.68,2077324.68,-2077324.68,False
johnske07,POR,2022,22,12,8.50,0.46,21.10,-0.50,-6.00,-0.60,562,19,2952432.00,-9649416.84,4554184.79,1601752.79,-1601752.79,False
rondora01,2TM,2022,39,1,10.90,0.50,16.00,0.70,-1.70,0.10,697,35,8672605.00,-6077119.19,8126482.44,-546122.56,546122.56,True
rondora01,LAL,2022,18,0,6.50,0.38,15.70,-0.30,-4.50,-0.20,289,35,8672605.00,-10251825.74,3951775.88,-4720829.12,4720829.12,False
rondora01,CLE,2022,21,1,13.90,0.57,16.20,1.00,0.30,0.20,408,35,8672605.00,-3986816.26,10216785.37,1544180.37,-1544180.37,False
bantoda01,TOR,2022,64,1,10.00,0.46,16.90,0.40,-3.10,-0.20,696,22,1069919.00,-7611559.12,6592042.51,5522123.51,-5522123.51,False
krejcvi01,OKC,2022,30,8,8.50,0.53,12.90,0.60,-5.30,-0.60,690,21,1069919.00,-16063268.10,-1859666.47,-2929585.47,2929585.47,False
ntilila01,DAL,2022,58,5,10.40,0.51,17.40,0.90,-1.90,0.00,685,23,2069001.00,-5104312.14,9099289.49,7030288.49,-7030288.49,False
luwawti01,ATL,2022,52,18,9.30,0.56,14.30,0.90,-3.30,-0.20,685,26,,-10966475.09,3237126.53,,,False
reedda01,DEN,2022,48,5,12.20,0.62,12.10,1.60,-0.30,0.30,668,26,615637.00,-8366316.39,5837285.24,5221648.24,-5221648.24,False
favorde01,OKC,2022,39,18,13.60,0.53,13.40,1.40,-2.10,0.00,653,30,11240738.00,-10955628.36,3247973.27,-7992764.73,7992764.73,False
mccontj01,IND,2022,27,8,15.10,0.53,16.20,1.30,0.90,0.50,652,29,8672606.00,-2403327.88,11800273.75,3127667.75,-3127667.75,False
browngr01,POR,2022,48,6,11.00,0.52,17.20,0.40,-4.70,-0.40,640,20,,-11884882.23,2318719.40,,,False
willibr03,POR,2022,24,16,11.00,0.48,25.90,-0.50,-5.70,-0.60,640,22,209065.00,-5698311.77,8505289.86,8296224.86,-8296224.86,False
smithde03,POR,2022,37,4,13.20,0.47,18.20,0.40,-1.70,0.10,638,24,,-5033034.82,9170566.81,,,False
rosede01,NYK,2022,26,4,16.90,0.54,22.50,1.40,2.30,0.70,636,33,15547231.00,5572389.74,19775991.37,4228760.37,-4228760.37,False
brownst02,DAL,2022,49,3,8.40,0.49,13.20,0.80,-2.90,-0.10,628,26,3469042.00,-10250282.32,3953319.30,484277.30,-484277.30,True
jordade01,2TM,2022,48,20,17.20,0.64,13.90,1.90,-1.40,0.10,622,33,12846241.00,-11600662.46,2602939.17,-10243301.83,10243301.83,False
jordade01,LAL,2022,32,19,17.50,0.66,12.80,1.30,-0.60,0.20,408,33,12846241.00,-11632952.77,2570648.86,-10275592.14,10275592.14,False
jordade01,PHI,2022,16,1,16.50,0.61,16.00,0.60,-2.90,0.00,214,33,12846241.00,-13271979.15,931622.47,-11914618.53,11914618.53,False
lenal01,SAC,2022,39,10,13.10,0.58,17.10,0.90,-2.90,-0.10,620,28,4315489.00,-9549359.68,4654241.95,338752.95,-338752.95,True
lopezro01,ORL,2022,36,9,13.70,0.57,18.90,0.80,-3.80,-0.30,612,33,5781737.00,-10068705.10,4134896.53,-1646840.47,1646840.47,False
joeis01,PHI,2022,55,1,7.70,0.52,15.50,0.40,-4.60,-0.40,609,22,1755313.00,-11807599.43,2396002.20,640689.20,-640689.20,False
nwabada01,HOU,2022,46,4,15.30,0.57,15.80,1.30,-0.60,0.20,609,29,5377016.00,-6611559.46,7592042.17,2215026.17,-2215026.17,False
moodymo01,GSW,2022,52,11,10.50,0.57,15.20,1.30,-2.50,-0.10,607,19,4119141.00,-9149983.13,5053618.50,934477.50,-934477.50,False
leesa01,DET,2022,37,0,13.80,0.50,17.30,0.90,-0.40,0.20,604,22,1721876.00,-3504628.99,10698972.64,8977096.64,-8977096.64,False
iguodan01,GSW,2022,31,0,12.30,0.48,11.40,1.60,2.70,0.70,603,38,3054712.00,-1240904.47,12962697.15,9907985.15,-9907985.15,False
muscami01,OKC,2022,43,0,19.70,0.63,20.90,2.10,5.00,1.10,592,30,4047216.00,7890146.05,22093747.68,18046531.68,-18046531.68,False
landajo01,SAS,2022,54,1,16.00,0.60,18.10,1.50,-0.40,0.20,589,26,1069919.00,-4619071.22,9584530.41,8514611.41,-8514611.41,False
nesmiaa01,BOS,2022,52,3,7.30,0.51,17.20,0.40,-4.30,-0.30,574,22,4198929.00,-9322876.22,4880725.40,681796.40,-681796.40,True
sykeske01,IND,2022,32,11,5.90,0.46,17.40,-0.50,-6.90,-0.70,566,28,645640.00,-13864378.75,339222.88,-306417.12,306417.12,False
noelne01,NYK,2022,25,11,11.80,0.58,7.30,1.50,0.30,0.30,562,27,10175858.00,-11151630.48,3051971.15,-7123886.85,7123886.85,False
simsje01,NYK,2022,41,5,11.60,0.67,6.90,1.50,-1.70,0.00,555,23,534959.00,-16692858.01,-2489256.38,-3024215.38,3024215.38,False
bradlto01,CHI,2022,55,7,14.90,0.60,13.60,1.30,-1.80,0.00,549,24,2069001.00,-11522495.67,2681105.96,612104.96,-612104.96,False
paytoel01,PHO,2022,50,1,7.90,0.40,18.50,-0.20,-3.50,-0.20,549,27,2589691.00,-5747503.44,8456098.19,5866407.19,-5866407.19,False
bazemke01,LAL,2022,39,14,6.00,0.45,13.20,0.10,-4.30,-0.30,545,32,2777011.00,-12045196.54,2158405.08,-618605.92,618605.92,False
jacksis01,IND,2022,36,15,20.50,0.61,22.50,1.40,-1.60,0.00,541,20,2834485.00,-5409009.30,8794592.33,5960107.33,-5960107.33,False
flynnma01,TOR,2022,44,5,11.70,0.49,16.50,1.00,-1.50,0.10,537,23,2368246.00,-5682991.85,8520609.78,6152363.78,-6152363.78,False
brazdig01,ORL,2022,42,1,10.20,0.52,17.70,0.50,-4.30,-0.30,536,23,534959.00,-10376173.37,3827428.26,3292469.26,-3292469.26,False
daviste02,SAC,2022,30,11,14.60,0.54,25.60,0.50,-0.90,0.20,536,24,4625390.00,2208641.64,16412243.27,11786853.27,-11786853.27,False
okogijo01,MIN,2022,49,6,9.00,0.53,12.10,0.70,-2.70,-0.10,516,23,4727037.00,-11616679.05,2586922.58,-2140114.42,2140114.42,False
biyombi01,PHO,2022,36,3,17.30,0.60,17.10,1.80,-1.30,0.10,506,29,1755581.00,-8216951.28,5986650.35,4231069.35,-4231069.35,False
goodwbr01,CLE,2022,36,5,11.80,0.50,18.20,0.70,-1.60,0.10,502,26,397769.00,-4588227.03,9615374.60,9217605.60,-9217605.60,False
colliza01,SAS,2022,28,4,16.40,0.59,19.20,1.20,-0.20,0.20,502,24,8094432.00,-3503059.32,10700542.30,2606110.30,-2606110.30,False
dragigo01,2TM,2022,21,8,10.00,0.47,17.20,0.40,-3.30,-0.20,498,35,22374060.00,-8207976.39,5995625.24,-16378434.76,16378434.76,False
dragigo01,TOR,2022,5,2,16.20,0.52,18.70,0.30,1.90,0.10,90,35,22374060.00,600941.90,14804543.53,-7569516.47,7569516.47,False
dragigo01,BRK,2022,16,6,8.60,0.46,16.90,0.10,-4.40,-0.30,408,35,22374060.00,-10324148.99,3879452.64,-18494607.36,18494607.36,False
antetth01,MIL,2022,48,6,12.50,0.58,15.70,0.90,-3.50,-0.20,473,29,1999575.00,-12142291.24,2061310.39,61735.39,-61735.39,True
schofad01,ORL,2022,38,1,7.50,0.54,14.50,0.30,-5.40,-0.40,469,24,836895.00,-14848752.62,-645151.00,-1482046.00,1482046.00,False
waterli01,OKC,2022,25,1,13.00,0.56,17.50,0.80,-1.60,0.10,465,24,184468.00,-6420502.72,7783098.91,7598630.91,-7598630.91,False
gillan01,WAS,2022,44,0,14.70,0.68,14.40,1.40,-1.90,0.00,463,29,1755313.00,-11793654.49,2409947.14,654634.14,-654634.14,False
arizatr01,LAL,2022,24,11,7.00,0.45,11.00,0.20,-3.40,-0.20,462,36,3054712.00,-12705219.19,1498382.44,-1556329.56,1556329.56,False
tilliki02,MEM,2022,36,3,7.60,0.45,12.80,0.60,-2.70,-0.10,461,23,2198939.00,-9724453.27,4479148.36,2280209.36,-2280209.36,False
windldy01,CLE,2022,50,0,8.80,0.52,11.80,0.80,-1.70,0.00,459,25,2589293.00,-9622890.90,4580710.73,1991417.73,-1991417.73,False
thomama02,CHI,2022,40,0,9.90,0.56,14.50,0.60,-2.60,-0.10,459,27,1930149.00,-10033576.12,4170025.51,2239876.51,-2239876.51,False
martike03,2TM,2022,30,1,9.40,0.48,18.10,0.00,-3.60,-0.20,450,26,1149131.00,-7989382.93,6214218.70,5065087.70,-5065087.70,False
martike03,IND,2022,27,1,9.70,0.49,18.10,0.10,-3.30,-0.10,444,26,1149131.00,-7546969.15,6656632.48,5507501.48,-5507501.48,False
martike03,BOS,2022,3,0,-11.30,0.00,22.00,0.00,-25.10,0.00,6,26,1149131.00,-38365758.06,-24162156.43,-25311287.43,25311287.43,False
watanyu01,TOR,2022,38,4,11.50,0.52,16.80,0.70,-2.00,0.00,445,27,2038404.00,-6943244.20,7260357.43,5221953.43,-5221953.43,False
hernaju01,3TM,2022,40,9,11.50,0.54,13.40,0.90,-0.60,0.20,445,26,,-7200332.10,7003269.53,,,False
hernaju01,BOS,2022,18,0,3.80,0.31,17.00,-0.10,-8.30,-0.20,96,26,,-15738677.51,-1535075.88,,,False
hernaju01,SAS,2022,5,0,9.00,0.45,8.10,0.10,-2.50,0.00,51,26,,-15125428.31,-921826.68,,,False
hernaju01,UTA,2022,17,9,14.50,0.64,13.20,0.90,2.20,0.30,298,26,,-3766036.36,10437565.27,,,False
burketr01,DAL,2022,42,0,10.00,0.47,25.60,0.00,-5.00,-0.30,441,29,3642494.00,-4243278.47,9960323.16,6317829.16,-6317829.16,False
bryanth01,WAS,2022,27,9,16.60,0.61,18.70,1.10,-1.00,0.10,439,24,10021679.00,-6064093.14,8139508.49,-1882170.51,1882170.51,False
hugheel01,2TM,2022,36,4,5.40,0.43,16.50,-0.40,-6.90,-0.50,434,23,1755313.00,-14423811.83,-220210.20,-1975523.20,1975523.20,False
hugheel01,UTA,2022,14,1,10.50,0.58,17.20,0.10,-1.50,0.00,112,23,1755313.00,-6148643.98,8054957.65,6299644.65,-6299644.65,False
hugheel01,POR,2022,22,3,3.70,0.38,16.20,-0.50,-8.80,-0.60,322,23,1755313.00,-17822080.81,-3618479.18,-5373792.18,5373792.18,False
harrijo01,BRK,2022,14,14,9.60,0.62,14.50,0.50,-1.40,0.10,423,30,20070889.00,-7908035.61,6295566.01,-13775322.99,13775322.99,False
willipa01,CHI,2022,17,9,12.70,0.64,14.20,0.90,-1.50,0.00,422,20,8582411.00,-9899495.14,4304106.49,-4278304.51,4278304.51,False
sarrol01,OKC,2022,22,2,14.00,0.67,13.90,1.00,-4.00,-0.20,421,22,258257.00,-16593198.54,-2389596.91,-2647853.91,2647853.91,False
kanteen01,BOS,2022,35,1,15.00,0.58,13.90,1.40,-1.40,0.10,411,29,,-10491896.59,3711705.04,,,False
mamuksa01,MIL,2022,41,3,14.70,0.62,14.60,1.10,-0.30,0.20,407,22,534959.00,-7646676.04,6556925.59,6021966.59,-6021966.59,False
ojelese01,2TM,2022,30,0,6.70,0.44,12.80,0.20,-5.70,-0.40,406,27,2069001.00,-15920452.34,-1716850.71,-3785851.71,3785851.71,False
ojelese01,MIL,2022,20,0,5.00,0.38,11.20,0.10,-6.60,-0.40,308,27,2069001.00,-18216655.66,-4013054.03,-6082055.03,6082055.03,False
ojelese01,LAC,2022,10,0,12.00,0.57,18.00,0.20,-3.10,0.00,98,27,2069001.00,-9570817.53,4632784.10,2563783.10,-2563783.10,False
sharpda01,BRK,2022,32,8,20.70,0.59,21.70,1.20,-2.80,-0.10,391,20,2323287.00,-9045732.58,5157869.05,2834582.05,-2834582.05,False
garzalu01,DET,2022,32,5,15.60,0.54,21.10,0.80,-2.50,-0.10,389,23,1069919.00,-6095476.50,8108125.12,7038206.12,-7038206.12,False
liveris01,DET,2022,19,5,11.10,0.63,12.40,0.70,-1.50,0.00,383,23,1222559.00,-10866408.79,3337192.84,2114633.84,-2114633.84,False
clarkga01,NOP,2022,38,1,11.40,0.55,11.60,0.70,0.10,0.20,378,27,938044.00,-7491355.20,6712246.43,5774202.43,-5774202.43,False
millspa01,2TM,2022,33,1,10.80,0.46,16.70,0.50,-3.50,-0.10,376,36,3054712.00,-9542611.58,4660990.05,1606278.05,-1606278.05,False
millspa01,BRK,2022,24,0,11.20,0.44,16.50,0.40,-3.10,-0.10,270,36,3054712.00,-9089773.06,5113828.57,2059116.57,-2059116.57,False
millspa01,PHI,2022,9,1,9.70,0.50,17.40,0.10,-4.50,-0.10,106,36,3054712.00,-11486979.31,2716622.32,-338089.68,338089.68,True
mcbrimi01,NYK,2022,40,2,6.10,0.39,13.90,0.20,-4.50,-0.20,372,21,1069919.00,-11620576.34,2583025.29,1513106.29,-1513106.29,False
chiozch01,GSW,2022,34,1,4.40,0.41,13.40,0.00,-6.00,-0.40,372,26,534959.00,-14747930.38,-544328.75,-1079287.75,1079287.75,False
dienggo01,ATL,2022,44,3,17.30,0.62,16.90,1.20,2.10,0.40,371,32,4625390.00,-1529658.32,12673943.31,8048553.31,-8048553.31,False
richani01,CHO,2022,50,5,15.90,0.69,15.40,1.00,-2.80,-0.10,367,24,1755313.00,-13686737.70,516863.93,-1238449.07,1238449.07,False
butleja02,UTA,2022,42,1,12.10,0.51,23.10,0.40,-1.60,0.00,360,21,1069919.00,-485897.03,13717704.60,12647785.60,-12647785.60,False
aldamsa01,MEM,2022,32,0,10.20,0.45,18.40,0.30,-5.70,-0.30,360,21,,-12504865.86,1698735.76,,,False
fultzma01,ORL,2022,18,3,17.70,0.52,27.50,0.40,0.20,0.20,360,23,19079734.00,4900563.71,19104165.34,24431.34,-24431.34,True
wainris01,PHO,2022,45,0,9.40,0.49,14.70,0.60,-2.00,0.00,359,27,,-7814262.33,6389339.30,,,False
gabriwe01,3TM,2022,26,5,12.50,0.55,17.40,0.70,-5.90,-0.40,358,24,603628.00,-15787198.61,-1583596.98,-2187224.98,2187224.98,False
gabriwe01,BRK,2022,1,0,11.80,,0.00,0.00,-1.60,0.00,1,24,603628.00,,,,,False
gabriwe01,LAC,2022,6,0,8.30,0.47,17.00,0.00,-7.50,-0.10,46,24,603628.00,-17714524.51,-3510922.88,-4114550.88,4114550.88,False
