player_key,team_key,season_key,g,gs,perce,ts_per,usg_per,ws,bpm,vorp,mp,age,salary,value,deserved_salary,salary_gap,overpaid_underpaid,fair_value
houstca01,ORL,2023,51,4,6.20,0.51,11.00,0.70,-4.00,-0.40,812,20,2120576.00,-13507270.05,696331.58,-1424244.42,1424244.42,False
houseda01,PHI,2023,56,5,9.40,0.60,13.80,1.30,-3.00,-0.20,807,29,,-10956635.60,3246966.03,,,False
shamela01,PHO,2023,40,9,10.90,0.54,18.90,1.20,-1.40,0.10,807,25,10072736.00,-2806150.31,11397451.32,1324715.32,-1324715.32,True
saricda01,2TM,2023,57,12,13.50,0.58,19.20,1.70,-1.40,0.10,806,28,9797061.00,-4083911.90,10119689.73,322628.73,-322628.73,True
saricda01,PHO,2023,37,12,12.30,0.55,18.70,0.90,-2.00,0.00,533,28,9797061.00,-5547996.60,8655605.03,-1141455.97,1141455.97,True
saricda01,OKC,2023,20,0,15.90,0.65,20.20,0.70,-0.20,0.10,273,28,9797061.00,-3315486.29,10888115.34,1091054.34,-1091054.34,True
kornelu01,BOS,2023,69,0,16.70,0.70,11.50,3.30,1.00,0.60,804,27,2261889.00,-8356179.60,5847422.03,3585533.03,-3585533.03,False
kolokch01,TOR,2023,58,19,11.40,0.52,10.40,1.70,-3.50,-0.30,802,22,1590432.00,-15334353.30,-1130751.67,-2721183.67,2721183.67,False
middlkh01,MIL,2023,33,19,17.40,0.55,27.40,1.90,0.80,0.60,801,31,40274272.00,6907684.91,21111286.53,-19162985.47,19162985.47,False
greenja01,GSW,2023,57,1,15.50,0.65,17.50,2.20,-0.50,0.30,797,32,8694360.00,-5205106.17,8998495.46,304135.46,-304135.46,True
youngth01,TOR,2023,54,9,14.10,0.57,13.50,1.80,0.10,0.40,795,34,8482304.00,-6344008.87,7859592.75,-622711.25,622711.25,True
mcgowbr01,CHO,2023,46,7,7.20,0.52,15.00,0.10,-6.00,-0.80,787,20,1549139.00,-14836984.51,-633382.88,-2182521.88,2182521.88,False
chrisjo01,HOU,2023,64,2,11.50,0.52,21.90,0.00,-4.30,-0.50,786,21,2515172.00,-6712847.58,7490754.05,4975582.05,-4975582.05,False
covinro01,LAC,2023,48,0,14.20,0.58,15.60,1.90,1.70,0.70,779,32,13049698.00,-1038116.75,13165484.87,115786.87,-115786.87,True
winslju01,POR,2023,29,11,9.30,0.47,14.20,0.40,-2.80,-0.20,776,26,4344594.00,-9048525.47,5155076.16,810482.16,-810482.16,False
bambamo01,2TM,2023,49,7,15.70,0.60,16.60,2.20,0.50,0.50,769,24,10920966.00,-3558081.55,10645520.08,-275445.92,275445.92,True
bambamo01,ORL,2023,40,6,16.30,0.61,16.30,2.10,1.30,0.60,681,24,10920966.00,-2634416.37,11569185.26,648219.26,-648219.26,True
bambamo01,LAL,2023,9,1,11.40,0.52,19.10,0.10,-5.50,-0.10,88,24,10920966.00,-13101197.39,1102404.24,-9818561.76,9818561.76,False
fontesi01,UTA,2023,52,6,8.00,0.49,20.20,-0.10,-5.20,-0.60,766,27,3398358.00,-8436836.42,5766765.21,2368407.21,-2368407.21,False
mcbrimi01,NYK,2023,64,2,8.40,0.47,14.60,0.70,-2.30,-0.10,760,22,1657779.00,-7220728.60,6982873.02,5325094.02,-5325094.02,False
reedpa01,PHI,2023,69,2,19.20,0.62,16.40,2.80,-0.10,0.40,755,23,1890091.00,-6780077.04,7423524.59,5533433.59,-5533433.59,False
walljo01,LAC,2023,34,3,13.60,0.50,27.00,0.30,-1.20,0.10,755,32,50200141.00,4093751.48,18297353.10,-31902787.90,31902787.90,False
hamptrj01,2TM,2023,47,3,10.80,0.56,17.80,0.70,-2.90,-0.20,750,21,3072971.00,-7444761.72,6758839.90,3685868.90,-3685868.90,False
hamptrj01,ORL,2023,26,0,12.50,0.57,18.00,0.60,-1.20,0.10,361,21,3072971.00,-5138519.72,9065081.91,5992110.91,-5992110.91,False
hamptrj01,DET,2023,21,3,9.30,0.55,17.60,0.10,-4.40,-0.20,389,21,3072971.00,-10842538.84,3361062.79,288091.79,-288091.79,True
sumneed01,BRK,2023,53,12,14.00,0.60,22.10,1.30,-2.60,-0.10,736,27,2086832.00,-4539631.74,9663969.89,7577137.89,-7577137.89,False
nnajize01,DEN,2023,53,5,12.50,0.62,15.20,1.60,-3.70,-0.30,728,22,2775621.00,-12891897.66,1311703.97,-1463917.03,1463917.03,False
hardyja02,DAL,2023,48,5,14.60,0.57,26.40,0.70,-2.30,0.00,708,20,1079140.00,-44197.27,14159404.36,13080264.36,-13080264.36,False
holidju01,2TM,2023,46,2,6.60,0.49,14.10,0.10,-3.90,-0.30,706,33,6348977.00,-10729103.53,3474498.10,-2874478.90,2874478.90,False
holidju01,ATL,2023,28,0,6.10,0.50,14.00,0.10,-3.70,-0.20,411,33,6348977.00,-10750538.29,3453063.34,-2895913.66,2895913.66,False
holidju01,DAL,2023,18,2,7.40,0.48,14.20,0.10,-4.10,-0.20,295,33,6348977.00,-12014443.35,2189158.28,-4159818.72,4159818.72,False
beaucma01,MIL,2023,52,11,8.20,0.51,18.30,0.40,-4.80,-0.50,701,22,2635027.00,-9632872.37,4570729.26,1935702.26,-1935702.26,False
pokusal01,OKC,2023,34,25,13.40,0.52,18.30,1.00,0.00,0.30,701,21,3458108.00,-1543370.56,12660231.06,9202123.06,-9202123.06,False
toscaju01,2TM,2023,52,9,7.20,0.51,11.30,0.50,-3.80,-0.30,700,29,2261889.00,-13458684.81,744916.82,-1516972.18,1516972.18,False
toscaju01,LAL,2023,30,7,7.50,0.56,10.40,0.40,-3.40,-0.10,365,29,2261889.00,-14661462.54,-457860.91,-2719749.91,2719749.91,False
toscaju01,UTA,2023,22,2,6.90,0.46,12.20,0.10,-4.30,-0.20,335,29,2261889.00,-13825374.54,378227.09,-1883661.91,1883661.91,False
flynnma01,TOR,2023,53,2,8.70,0.48,17.40,0.50,-4.10,-0.40,691,24,2275081.00,-8859255.34,5344346.29,3069265.29,-3069265.29,False
robindu01,MIA,2023,42,1,7.80,0.53,17.90,0.50,-5.00,-0.50,691,28,17920987.00,-10458613.32,3744988.30,-14175998.70,14175998.70,False
metuch01,SAC,2023,66,0,17.30,0.64,17.60,2.10,-0.10,0.30,689,25,2026061.00,-5165316.36,9038285.27,7012224.27,-7012224.27,False
warretj01,2TM,2023,42,0,13.50,0.55,19.50,1.20,-2.00,0.00,687,29,2787069.00,-5093240.32,9110361.31,6323292.31,-6323292.31,False
warretj01,BRK,2023,26,0,14.30,0.58,20.90,0.80,-2.00,0.00,490,29,2787069.00,-4797788.30,9405813.32,6618744.32,-6618744.32,False
warretj01,PHO,2023,16,0,11.60,0.47,16.00,0.30,-1.90,0.00,197,29,2787069.00,-7529858.75,6673742.87,3886673.87,-3886673.87,False
mathega01,2TM,2023,54,0,9.70,0.57,14.70,1.00,-2.40,-0.10,686,26,2120576.00,-8943625.91,5259975.72,3139399.72,-3139399.72,False
mathega01,HOU,2023,45,0,9.10,0.56,14.30,0.70,-2.50,-0.10,602,26,2120576.00,-9368715.03,4834886.60,2714310.60,-2714310.60,False
mathega01,ATL,2023,9,0,14.00,0.62,17.80,0.20,-1.70,0.00,84,26,2120576.00,-8130767.11,6072834.52,3952258.52,-3952258.52,False
harremo01,PHI,2023,57,7,17.60,0.63,18.90,2.20,-1.30,0.10,681,29,2612008.00,-6631744.40,7571857.23,4959849.23,-4959849.23,False
mclaujo01,MIN,2023,43,0,11.80,0.53,11.70,1.30,-0.70,0.20,678,26,2290222.00,-8544368.94,5659232.69,3369010.69,-3369010.69,False
tateja01,HOU,2023,31,7,12.20,0.55,18.80,0.70,-3.50,-0.30,677,27,7491164.00,-8483414.42,5720187.21,-1770976.79,1770976.79,False
weslebl01,SAS,2023,37,1,3.50,0.39,18.50,-1.60,-9.60,-1.30,669,19,2529295.00,-17026781.56,-2823179.93,-5352474.93,5352474.93,False
mamuksa01,2TM,2023,43,7,13.40,0.52,18.20,0.90,-2.40,-0.10,660,23,1183400.00,-6916316.44,7287285.19,6103885.19,-6103885.19,False
mamuksa01,MIL,2023,24,0,8.50,0.43,14.50,0.20,-3.60,-0.10,217,23,1183400.00,-10829777.29,3373824.34,2190424.34,-2190424.34,False
mamuksa01,SAS,2023,19,7,15.90,0.55,20.10,0.60,-1.80,0.00,443,23,1183400.00,-5677822.80,8525778.83,7342378.83,-7342378.83,False
omorueu01,2TM,2023,40,6,10.90,0.53,19.30,0.60,-4.40,-0.40,645,25,1074197.00,-9331436.74,4872164.89,3797967.89,-3797967.89,False
omorueu01,OKC,2023,23,2,10.60,0.53,18.80,0.30,-4.90,-0.20,272,25,1074197.00,-11449674.97,2753926.66,1679729.66,-1679729.66,False
omorueu01,DET,2023,17,4,11.20,0.53,19.70,0.30,-4.10,-0.20,373,25,1074197.00,-8968460.46,5235141.16,4160944.16,-4160944.16,False
pritcpa01,BOS,2023,48,3,10.30,0.54,19.80,0.60,-3.40,-0.20,643,25,2374196.00,-6430690.04,7772911.59,5398715.59,-5398715.59,False
coffeam01,LAC,2023,50,9,7.00,0.50,13.50,0.40,-5.00,-0.50,625,25,3599743.00,-14004290.59,199311.04,-3400431.96,3400431.96,False
gillan01,WAS,2023,59,8,11.10,0.60,12.30,1.30,-3.30,-0.20,624,30,1946784.00,-14165253.17,38348.46,-1908435.54,1908435.54,False
walkeja01,POR,2023,56,0,9.60,0.50,17.30,0.20,-6.10,-0.60,619,20,1079140.00,-14095613.71,107987.92,-971152.08,971152.08,False
bazleda01,2TM,2023,43,1,13.10,0.52,16.40,1.00,-1.00,0.20,616,22,4521733.00,-5542494.79,8661106.84,4139373.84,-4139373.84,False
bazleda01,OKC,2023,36,1,12.90,0.53,15.70,0.90,-1.00,0.10,555,22,4521733.00,-6223097.42,7980504.21,3458771.21,-3458771.21,False
bazleda01,PHO,2023,7,0,15.50,0.52,22.50,0.10,-0.40,0.00,61,22,4521733.00,-599443.33,13604158.30,9082425.30,-9082425.30,False
hernaju01,TOR,2023,42,10,7.60,0.50,9.40,0.70,-3.30,-0.20,614,27,,-14437081.69,-233480.06,,,False
hayesja02,NOP,2023,47,2,13.70,0.60,15.70,1.50,-1.20,0.10,610,22,7213152.00,-7589476.28,6614125.35,-599026.65,599026.65,True
ntilila01,DAL,2023,47,5,5.20,0.46,13.10,-0.10,-6.70,-0.70,607,24,2159083.00,-17038013.05,-2834411.42,-4993494.42,4993494.42,False
jordade01,DEN,2023,39,8,14.70,0.73,13.70,1.40,-1.80,0.00,586,34,11380873.00,-12480500.34,1723101.28,-9657771.72,9657771.72,False
griffbl01,BOS,2023,41,16,13.10,0.59,12.70,1.80,0.10,0.30,569,33,3081038.00,-7155115.41,7048486.22,3967448.22,-3967448.22,False
diengou01,OKC,2023,39,1,9.30,0.51,15.90,0.40,-3.60,-0.20,569,19,4845346.00,-9932943.39,4270658.24,-574687.76,574687.76,True
dunnkr01,UTA,2023,22,3,19.10,0.61,20.20,1.90,2.40,0.60,568,28,1060289.00,1984790.09,16188391.72,15128102.72,-15128102.72,False
millspa02,BRK,2023,40,2,10.60,0.55,19.70,0.40,-3.10,-0.20,567,34,,-6333400.24,7870201.39,,,False
rubiori01,CLE,2023,33,2,10.40,0.44,17.70,0.70,-2.80,-0.10,566,32,6206564.00,-6368518.63,7835083.00,1628519.00,-1628519.00,False
willizi02,MEM,2023,37,4,7.40,0.51,18.00,0.10,-5.60,-0.50,561,21,4868503.00,-11575549.60,2628052.03,-2240450.97,2240450.97,False
sharpda01,BRK,2023,48,3,17.80,0.58,19.00,1.60,-2.30,0.00,552,21,2236656.00,-8680129.10,5523472.53,3286816.53,-3286816.53,False
joneska01,CHO,2023,46,0,10.80,0.60,12.40,0.70,-4.00,-0.30,550,22,3084420.00,-15627435.18,-1423833.55,-4508253.55,4508253.55,False
waterli01,OKC,2023,41,0,11.80,0.57,15.50,1.10,0.10,0.30,531,25,2456555.00,-3947962.59,10255639.04,7799084.04,-7799084.04,False
mcgruro01,DET,2023,32,12,10.70,0.57,14.00,0.70,-1.50,0.10,524,31,2436950.00,-8364289.59,5839312.04,3402362.04,-3402362.04,False
okekech01,ORL,2023,27,8,9.10,0.49,12.30,0.70,-1.60,0.10,518,24,3640308.00,-8713384.86,5490216.77,1849908.77,-1849908.77,False
bouknja01,CHO,2023,34,0,6.20,0.46,19.50,-0.40,-6.50,-0.60,515,22,4625230.00,-11297858.65,2905742.98,-1719487.02,1719487.02,False
chrisma02,LAL,2023,41,3,7.40,0.57,10.40,0.60,-3.10,-0.10,512,19,1079140.00,-13745155.66,458445.97,-620694.03,620694.03,False
bassech01,SAS,2023,35,2,18.80,0.66,15.60,1.30,0.70,0.30,508,22,2835996.00,-6597169.48,7606432.15,4770436.15,-4770436.15,False
netora01,CLE,2023,48,1,12.60,0.63,13.20,1.50,-0.20,0.20,505,30,2612008.00,-7617793.32,6585808.31,3973800.31,-3973800.31,False
bertada01,DAL,2023,45,1,11.90,0.62,16.20,0.90,-1.20,0.10,492,30,16964608.00,-6704264.70,7499336.93,-9465271.07,9465271.07,False
gibsota01,WAS,2023,49,2,11.40,0.58,15.30,0.80,-3.20,-0.10,480,37,3081038.00,-11434141.55,2769460.08,-311577.92,311577.92,True
greenja02,CHI,2023,32,1,14.50,0.65,13.60,1.40,1.40,0.40,480,29,1925140.00,-4850187.76,9353413.87,7428273.87,-7428273.87,False
jonesda03,2TM,2023,41,1,12.90,0.72,10.70,1.20,-1.70,0.00,477,27,2436950.00,-14339468.73,-135867.10,-2572817.10,2572817.10,False
jonesda03,LAL,2023,22,1,13.80,0.60,13.20,0.40,-2.00,0.00,176,27,2436950.00,-12609759.25,1593842.38,-843107.62,843107.62,False
jonesda03,UTA,2023,19,0,12.40,0.82,9.30,0.80,-1.50,0.00,301,27,2436950.00,-16297282.98,-2093681.35,-4530631.35,4530631.35,False
robyis01,SAS,2023,42,2,9.30,0.50,17.80,-0.10,-4.60,-0.30,474,24,2471192.00,-10517601.12,3686000.51,1214808.51,-1214808.51,False
johnsst04,SAS,2023,30,0,13.50,0.62,15.20,0.70,-1.00,0.10,469,26,4264651.00,-8086771.28,6116830.35,1852179.35,-1852179.35,False
mykhasv01,2TM,2023,32,8,14.00,0.58,19.30,0.80,-0.10,0.20,468,25,,-2100997.45,12102604.18,,,False
mykhasv01,NYK,2023,13,0,15.80,0.74,17.40,0.10,4.10,0.10,40,25,,2266795.67,16470397.29,,,False
mykhasv01,CHO,2023,19,8,13.80,0.57,19.50,0.70,-0.50,0.20,428,25,,-2666014.01,11537587.62,,,False
fournev01,NYK,2023,27,7,6.90,0.47,18.40,0.10,-4.00,-0.20,459,30,19085184.00,-7269496.22,6934105.41,-12151078.59,12151078.59,False
hernawi01,NOP,2023,38,2,20.70,0.61,23.80,1.60,0.30,0.30,458,28,2590899.00,-258838.92,13944762.70,11353863.70,-11353863.70,False
harrike01,ORL,2023,34,0,9.20,0.56,13.70,0.60,-3.60,-0.20,457,25,539571.00,-12655584.59,1548017.04,1008446.04,-1008446.04,False
bitadgo01,2TM,2023,38,1,17.10,0.58,15.40,1.30,0.30,0.30,457,23,5701719.00,-6249180.75,7954420.88,2252701.88,-2252701.88,False
bitadgo01,IND,2023,21,0,13.90,0.55,15.50,0.40,-1.10,0.00,202,23,5701719.00,-8010636.80,6192964.83,491245.83,-491245.83,True
bitadgo01,ORL,2023,17,1,19.70,0.61,15.30,1.00,1.30,0.20,255,23,5701719.00,-5954436.01,8249165.62,2547446.62,-2547446.62,False
schofad01,ORL,2023,37,0,10.10,0.59,14.10,0.80,-2.90,-0.10,451,25,930869.00,-11358191.22,2845410.41,1914541.41,-1914541.41,False
washity02,HOU,2023,31,2,7.50,0.43,17.40,-0.10,-6.30,-0.50,433,21,,-13241668.10,961933.52,,,False
dedmode01,2TM,2023,38,1,15.50,0.58,20.60,1.00,-1.60,0.00,426,33,8783094.00,-4839171.74,9364429.89,581335.89,-581335.89,True
dedmode01,MIA,2023,30,0,15.60,0.58,21.20,0.80,-1.80,0.00,350,33,8783094.00,-4917794.78,9285806.84,502712.84,-502712.84,True
dedmode01,PHI,2023,8,1,15.50,0.58,17.80,0.20,-0.70,0.00,76,33,8783094.00,-6226100.80,7977500.83,-805593.17,805593.17,True
robinor01,MIA,2023,31,1,13.40,0.56,12.40,1.10,-2.10,0.00,425,22,409328.00,-12526166.68,1677434.95,1268106.95,-1268106.95,False
davisjo06,WAS,2023,28,5,7.20,0.45,20.50,-0.30,-7.40,-0.60,423,20,5100324.00,-12791879.55,1411722.08,-3688601.92,3688601.92,False
johnske07,POR,2023,40,0,9.00,0.48,25.00,-0.50,-5.40,-0.40,416,20,2842674.00,-5404129.70,8799471.93,5956797.93,-5956797.93,False
laravja01,MEM,2023,35,0,6.70,0.53,11.70,0.50,-3.50,-0.20,414,21,3231376.00,-12924832.60,1278769.03,-1952606.97,1952606.97,False
barlodo01,SAS,2023,28,0,12.40,0.57,11.30,0.70,-4.60,-0.30,408,19,539571.00,-18689322.28,-4485720.65,-5025291.65,5025291.65,False
fernabr01,2TM,2023,39,4,16.60,0.57,16.30,0.90,-2.00,0.00,405,24,2881217.00,-10265734.40,3937867.22,1056650.22,-1056650.22,False
fernabr01,HOU,2023,31,4,16.10,0.56,15.10,0.80,-1.70,0.00,364,24,2881217.00,-10488656.04,3714945.59,833728.59,-833728.59,False
fernabr01,ATL,2023,8,0,20.10,0.62,27.30,0.10,-5.00,0.00,41,24,2881217.00,-9450365.30,4753236.33,1872019.33,-1872019.33,False
cunnica01,DET,2023,12,12,14.00,0.49,30.00,-0.10,-0.70,0.10,400,21,11189007.00,7213403.91,21417005.54,10227998.54,-10227998.54,False
smithis01,DEN,2023,43,0,6.50,0.41,19.30,-0.50,-6.60,-0.50,398,34,,-11549135.21,2654466.42,,,False
washidu02,PHO,2023,31,3,9.30,0.46,32.50,-0.50,-4.60,-0.30,394,22,666711.00,3431951.66,17635553.29,16968842.29,-16968842.29,False
edwarke02,2TM,2023,36,4,8.40,0.50,12.70,0.40,-3.90,-0.20,385,22,1736715.00,-13458446.93,745154.70,-991560.30,991560.30,False
edwarke02,BRK,2023,14,1,2.40,0.30,16.20,-0.20,-9.70,-0.20,79,22,1736715.00,-18915243.75,-4711642.12,-6448357.12,6448357.12,False
edwarke02,SAC,2023,22,3,10.00,0.57,11.70,0.60,-2.50,0.00,306,22,1736715.00,-12802577.74,1401023.89,-335691.11,335691.11,False
leesa01,2TM,2023,25,1,13.10,0.52,19.50,0.70,-1.80,0.00,373,23,2403289.00,-4772066.27,9431535.36,7028246.36,-7028246.36,False
leesa01,PHI,2023,2,0,12.80,0.75,31.30,0.00,-4.30,0.00,10,23,2403289.00,-1992405.40,12211196.22,9807907.22,-9807907.22,False
leesa01,PHO,2023,23,1,13.10,0.51,19.10,0.70,-1.80,0.00,363,23,2403289.00,-5098672.36,9104929.27,6701640.27,-6701640.27,False
paytoga02,2TM,2023,22,1,13.30,0.70,10.30,1.00,0.30,0.20,367,30,8800390.00,-10562967.29,3640634.33,-5159755.67,5159755.67,False
paytoga02,POR,2023,15,1,11.30,0.71,9.30,0.50,-0.60,0.10,255,30,8800390.00,-12928980.95,1274620.68,-7525769.32,7525769.32,False
paytoga02,GSW,2023,7,0,17.70,0.68,12.50,0.40,2.40,0.10,112,30,8800390.00,-6262582.54,7941019.08,-859370.92,859370.92,True
azubuud01,UTA,2023,36,4,16.10,0.77,11.50,1.00,-0.60,0.10,359,23,2305999.00,-13415085.39,788516.24,-1517482.76,1517482.76,False
dienggo01,SAS,2023,31,1,9.90,0.49,17.90,0.00,-3.90,-0.20,358,33,4352732.00,-9311717.24,4891884.39,539152.39,-539152.39,True
mcgeeja01,DAL,2023,42,7,17.20,0.65,22.80,0.60,-3.70,-0.10,355,35,5790465.00,-9063616.26,5139985.37,-650479.63,650479.63,True
morrima02,2TM,2023,35,2,10.40,0.55,17.20,0.40,-2.70,-0.10,355,33,3081038.00,-8062072.98,6141528.65,3060490.65,-3060490.65,False
morrima02,BRK,2023,27,1,10.70,0.56,15.60,0.40,-1.90,0.00,285,33,3081038.00,-8095320.61,6108281.02,3027243.02,-3027243.02,False
morrima02,DAL,2023,8,1,9.10,0.55,23.90,0.00,-5.80,-0.10,70,33,3081038.00,-8486996.02,5716605.61,2635567.61,-2635567.61,False
korkmfu01,PHI,2023,37,0,9.30,0.55,19.10,0.10,-4.40,-0.20,353,25,5301440.00,-9552247.69,4651353.94,-650086.06,650086.06,True
holmeri01,SAC,2023,42,1,12.90,0.67,13.70,0.80,-2.90,-0.10,348,29,11891405.00,-13971633.28,231968.35,-11659436.65,11659436.65,False
greenaj01,MIL,2023,35,1,11.50,0.61,16.60,0.80,-0.90,0.10,345,23,539571.00,-5642256.95,8561344.68,8021773.68,-8021773.68,False
reedda01,2TM,2023,43,1,6.20,0.47,14.50,0.10,-5.30,-0.30,342,27,2016808.00,-13655245.78,548355.85,-1468452.15,1468452.15,False
reedda01,DEN,2023,35,1,5.20,0.46,15.00,-0.10,-6.10,-0.30,315,27,2016808.00,-14424890.54,-221288.91,-2238096.91,2238096.91,False
reedda01,LAL,2023,8,0,16.70,0.69,9.00,0.10,4.30,0.00,27,27,2016808.00,-5180501.07,9023100.55,7006292.55,-7006292.55,False
crowdja01,MIL,2023,18,3,14.60,0.62,13.20,1.20,1.20,0.30,340,32,10797761.00,-5766239.14,8437362.49,-2360398.51,2360398.51,False
rosede01,NYK,2023,27,0,10.10,0.46,23.60,0.00,-3.70,-0.10,338,34,15396155.00,-3382193.57,10821408.06,-4574746.94,4574746.94,False
wrighmc01,DAL,2023,27,1,12.40,0.54,16.90,0.50,-2.70,-0.10,335,24,,-9134741.26,5068860.37,,,False
pinsoth01,DAL,2023,40,1,10.10,0.51,14.70,0.50,-3.40,-0.10,323,27,2086832.00,-11465284.16,2738317.47,651485.47,-651485.47,False
champju02,2TM,2023,17,3,13.40,0.60,19.20,0.40,-3.30,-0.10,320,21,539571.00,-9409465.33,4794136.30,4254565.30,-4254565.30,False
champju02,PHI,2023,2,0,-3.80,0.00,12.80,0.00,-13.50,0.00,7,21,539571.00,-24893142.51,-10689540.88,-11229111.88,11229111.88,False
champju02,SAS,2023,15,3,13.80,0.61,19.30,0.40,-3.00,-0.10,313,21,539571.00,-8936234.79,5267366.84,4727795.84,-4727795.84,False
ryanma01,2TM,2023,34,0,8.10,0.54,16.50,0.30,-3.40,-0.10,310,25,854694.00,-9142641.34,5060960.29,4206266.29,-4206266.29,False
ryanma01,LAL,2023,12,0,4.60,0.46,17.70,0.00,-5.70,-0.10,129,25,854694.00,-11077410.85,3126190.78,2271496.78,-2271496.78,False
ryanma01,MIN,2023,22,0,10.60,0.60,15.60,0.30,-1.70,0.00,181,25,854694.00,-8248519.37,5955082.26,5100388.26,-5100388.26,False
lopezro01,CLE,2023,37,2,11.60,0.68,16.10,0.60,-3.00,-0.10,299,34,3081038.00,-11516728.66,2686872.96,-394165.04,394165.04,True
brownmo01,2TM,2023,36,1,22.20,0.61,21.20,1.10,-0.60,0.10,294,23,873720.00,-5695197.42,8508404.21,7634684.21,-7634684.21,False
brownmo01,LAC,2023,34,1,22.70,0.61,21.50,1.10,-0.40,0.10,288,23,873720.00,-5215932.43,8987669.20,8113949.20,-8113949.20,False
brownmo01,BRK,2023,2,0,-2.60,,7.40,0.00,-9.90,0.00,6,23,873720.00,,,,,False
knighna01,MIN,2023,38,0,14.50,0.66,18.70,0.70,-3.20,-0.10,291,25,1946784.00,-10682514.18,3521087.45,1574303.45,-1574303.45,False
chandke01,MEM,2023,36,0,10.60,0.44,15.80,0.30,-2.70,0.00,281,20,1272345.00,-8566190.10,5637411.53,4365066.53,-4365066.53,False
bantoda01,TOR,2023,31,2,14.90,0.51,24.20,0.40,-0.50,0.10,279,23,1657779.00,1555278.82,15758880.45,14101101.45,-14101101.45,False
forretr01,ATL,2023,23,3,6.10,0.42,11.60,-0.10,-5.10,-0.20,277,24,539571.00,-15604153.42,-1400551.80,-1940122.80,1940122.80,False
forbebr01,MIN,2023,25,0,6.20,0.50,16.20,0.00,-6.30,-0.30,268,29,2436950.00,-14652808.65,-449207.02,-2886157.02,2886157.02,False
taylote01,2TM,2023,31,2,11.00,0.56,14.20,0.30,-4.10,-0.10,264,23,1806626.00,-14454290.57,-250688.95,-2057314.95,2057314.95,False
taylote01,IND,2023,26,2,8.80,0.51,14.20,0.10,-5.30,-0.20,228,23,1806626.00,-15691346.41,-1487744.78,-3294370.78,3294370.78,False
taylote01,CHI,2023,5,0,25.00,0.85,14.50,0.20,3.70,0.10,36,23,1806626.00,-6659242.65,7544358.98,5737732.98,-5737732.98,False
dowtije01,TOR,2023,25,0,9.90,0.50,10.90,0.40,-1.90,0.00,259,25,,-11650701.92,2552899.71,,,False
okpalkz01,SAC,2023,35,3,6.20,0.55,8.40,0.30,-3.20,-0.10,248,23,2016808.00,-15666109.58,-1462507.95,-3479315.95,3479315.95,False
bostobr01,LAC,2023,22,1,13.40,0.52,26.50,0.20,-2.20,0.00,248,21,,492699.49,14696301.12,,,False
garzalu01,MIN,2023,28,0,23.00,0.65,26.90,1.10,-0.40,0.10,243,24,539571.00,-787231.66,13416369.97,12876798.97,-12876798.97,False
cainja01,MIA,2023,18,0,16.50,0.65,15.10,0.80,0.80,0.20,240,23,539571.00,-6194719.05,8008882.58,7469311.58,-7469311.58,False
lewiski01,NOP,2023,25,0,14.50,0.58,19.70,0.60,-0.30,0.10,235,21,,-2815763.35,11387838.28,,,False
kaminfr01,2TM,2023,36,0,15.30,0.64,14.10,0.70,2.80,0.30,235,29,2612008.00,-2083796.15,12119805.48,9507797.48,-9507797.48,False
kaminfr01,ATL,2023,26,0,14.90,0.72,13.90,0.50,2.60,0.20,176,29,2612008.00,-3442773.85,10760827.78,8148819.78,-8148819.78,False
kaminfr01,HOU,2023,10,0,16.60,0.43,14.60,0.20,3.70,0.10,59,29,2612008.00,1285001.10,15488602.73,12876594.73,-12876594.73,False
juzanjo01,UTA,2023,18,0,6.50,0.41,19.60,-0.20,-6.50,-0.30,232,21,539571.00,-11336219.38,2867382.25,2327811.25,-2327811.25,False
dukeda01,BRK,2023,23,0,8.30,0.50,20.10,-0.10,-7.30,-0.30,228,23,,-14266874.20,-63272.58,,,False
baldwpa01,GSW,2023,31,0,11.30,0.55,22.80,0.10,-2.10,0.00,226,20,,-2120976.73,12082624.90,,,False
butlejo01,POR,2023,19,1,5.70,0.41,11.00,0.00,-6.20,-0.20,221,20,533368.00,-18363505.21,-4159903.58,-4693271.58,4693271.58,False
zelleco01,MIA,2023,15,2,16.40,0.66,18.10,0.70,-2.80,0.00,217,30,788771.00,-11423746.77,2779854.86,1991083.86,-1991083.86,False
terryda01,CHI,2023,38,0,14.10,0.52,18.40,0.50,0.00,0.10,214,20,3383803.00,-2668640.64,11534960.99,8151157.99,-8151157.99,False
dellama01,SAC,2023,32,0,6.70,0.44,12.70,0.10,-5.20,-0.20,213,32,2787069.00,-15324012.70,-1120411.08,-3907480.08,3907480.08,False
antetth01,MIL,2023,37,0,6.70,0.46,13.80,0.10,-7.60,-0.30,206,30,1991984.00,-19729265.54,-5525663.91,-7517647.91,7517647.91,False
jovicni01,MIA,2023,15,8,10.60,0.53,19.00,0.20,-3.40,-0.10,204,19,2374960.00,-8085967.56,6117634.07,3742674.07,-3742674.07,False
rhodeja01,DET,2023,14,0,6.50,0.48,10.70,0.10,-6.10,-0.20,198,23,325602.00,-19483006.04,-5279404.41,-5605006.41,5605006.41,False
diabamo01,LAC,2023,22,1,14.20,0.55,14.10,0.40,-2.80,0.00,195,21,539571.00,-13181101.17,1022500.46,482929.46,-482929.46,False
