player_key,team_key,season_key,pos,g,gs,perce,ts_per,usg_per,ws,bpm,vorp,mp,age,salary
holmeri01,SAC,2023,C,42,1,12.90,0.668,13.70,0.80,-2.90,-0.10,348,29,11891405.00
greenaj01,MIL,2023,SG,35,1,11.50,0.607,16.60,0.80,-0.90,0.10,345,23,539571.00
reedda01,2TM,2023,SG,43,1,6.20,0.471,14.50,0.10,-5.30,-0.30,342,27,2016808.00
reedda01,DEN,2023,SG,35,1,5.20,0.456,15.00,-0.10,-6.10,-0.30,315,27,2016808.00
reedda01,LAL,2023,SG,8,0,16.70,0.694,9.00,0.10,4.30,0.00,27,27,2016808.00
crowdja01,MIL,2023,PF,18,3,14.60,0.624,13.20,1.20,1.20,0.30,340,32,10797761.00
rosede01,NYK,2023,PG,27,0,10.10,0.463,23.60,0.00,-3.70,-0.10,338,34,15396155.00
wrighmc01,DAL,2023,PG,27,1,12.40,0.536,16.90,0.50,-2.70,-0.10,335,24,
pinsoth01,DAL,2023,SG,40,1,10.10,0.512,14.70,0.50,-3.40,-0.10,323,27,2086832.00
champju02,2TM,2023,SF,17,3,13.40,0.600,19.20,0.40,-3.30,-0.10,320,21,539571.00
champju02,PHI,2023,SF,2,0,-3.80,0.000,12.80,0.00,-13.50,0.00,7,21,539571.00
champju02,SAS,2023,SF,15,3,13.80,0.609,19.30,0.40,-3.00,-0.10,313,21,539571.00
ryanma01,2TM,2023,SF,34,0,8.10,0.538,16.50,0.30,-3.40,-0.10,310,25,854694.00
ryanma01,LAL,2023,SF,12,0,4.60,0.459,17.70,0.00,-5.70,-0.10,129,25,854694.00
ryanma01,MIN,2023,SF,22,0,10.60,0.604,15.60,0.30,-1.70,0.00,181,25,854694.00
lopezro01,CLE,2023,C,37,2,11.60,0.675,16.10,0.60,-3.00,-0.10,299,34,3081038.00
brownmo01,2TM,2023,C,36,1,22.20,0.607,21.20,1.10,-0.60,0.10,294,23,873720.00
brownmo01,LAC,2023,C,34,1,22.70,0.607,21.50,1.10,-0.40,0.10,288,23,873720.00
brownmo01,BRK,2023,C,2,0,-2.60,,7.40,0.00,-9.90,0.00,6,23,873720.00
knighna01,MIN,2023,C,38,0,14.50,0.655,18.70,0.70,-3.20,-0.10,291,25,1946784.00
chandke01,MEM,2023,PG,36,0,10.60,0.440,15.80,0.30,-2.70,0.00,281,20,1272345.00
bantoda01,TOR,2023,PG,31,2,14.90,0.505,24.20,0.40,-0.50,0.10,279,23,1657779.00
forretr01,ATL,2023,SG,23,3,6.10,0.424,11.60,-0.10,-5.10,-0.20,277,24,539571.00
forbebr01,MIN,2023,SG,25,0,6.20,0.497,16.20,0.00,-6.30,-0.30,268,29,2436950.00
taylote01,2TM,2023,PF,31,2,11.00,0.557,14.20,0.30,-4.10,-0.10,264,23,1806626.00
taylote01,IND,2023,PF,26,2,8.80,0.507,14.20,0.10,-5.30,-0.20,228,23,1806626.00
taylote01,CHI,2023,PF,5,0,25.00,0.850,14.50,0.20,3.70,0.10,36,23,1806626.00
dowtije01,TOR,2023,PG,25,0,9.90,0.500,10.90,0.40,-1.90,0.00,259,25,
okpalkz01,SAC,2023,PF,35,3,6.20,0.554,8.40,0.30,-3.20,-0.10,248,23,2016808.00
bostobr01,LAC,2023,SF,22,1,13.40,0.515,26.50,0.20,-2.20,0.00,248,21,
garzalu01,MIN,2023,C,28,0,23.00,0.652,26.90,1.10,-0.40,0.10,243,24,539571.00
cainja01,MIA,2023,PF,18,0,16.50,0.647,15.10,0.80,0.80,0.20,240,23,539571.00
lewiski01,NOP,2023,PG,25,0,14.50,0.584,19.70,0.60,-0.30,0.10,235,21,
kaminfr01,2TM,2023,C,36,0,15.30,0.635,14.10,0.70,2.80,0.30,235,29,2612008.00
kaminfr01,ATL,2023,C,26,0,14.90,0.720,13.90,0.50,2.60,0.20,176,29,2612008.00
kaminfr01,HOU,2023,C,10,0,16.60,0.434,14.60,0.20,3.70,0.10,59,29,2612008.00
juzanjo01,UTA,2023,SG,18,0,6.50,0.411,19.60,-0.20,-6.50,-0.30,232,21,539571.00
dukeda01,BRK,2023,SG,23,0,8.30,0.497,20.10,-0.10,-7.30,-0.30,228,23,
baldwpa01,GSW,2023,SF,31,0,11.30,0.546,22.80,0.10,-2.10,0.00,226,20,
butlejo01,POR,2023,C,19,1,5.70,0.411,11.00,0.00,-6.20,-0.20,221,20,533368.00
zelleco01,MIA,2023,C,15,2,16.40,0.659,18.10,0.70,-2.80,0.00,217,30,788771.00
terryda01,CHI,2023,SG,38,0,14.10,0.523,18.40,0.50,0.00,0.10,214,20,3383803.00
dellama01,SAC,2023,PG,32,0,6.70,0.443,12.70,0.10,-5.20,-0.20,213,32,2787069.00
antetth01,MIL,2023,PF,37,0,6.70,0.458,13.80,0.10,-7.60,-0.30,206,30,1991984.00
jovicni01,MIA,2023,PF,15,8,10.60,0.530,19.00,0.20,-3.40,-0.10,204,19,2374960.00
rhodeja01,DET,2023,SG,14,0,6.50,0.482,10.70,0.10,-6.10,-0.20,198,23,325602.00
diabamo01,LAC,2023,C,22,1,14.20,0.546,14.10,0.40,-2.80,0.00,195,21,539571.00
noelne01,2TM,2023,C,17,4,7.90,0.424,12.00,0.00,-3.80,-0.10,195,28,9957237.00
noelne01,DET,2023,C,14,3,10.00,0.465,11.90,0.10,-2.00,0.00,152,28,9957237.00
noelne01,BRK,2023,C,3,1,0.30,0.218,12.20,-0.10,-10.30,-0.10,43,28,9957237.00
mayssk01,POR,2023,PG,6,6,19.40,0.624,19.30,0.70,0.00,0.10,189,25,123602.00
watsope01,DEN,2023,SG,23,2,12.80,0.553,17.70,0.30,-2.80,0.00,186,20,2326229.00
ibakase01,MIL,2023,C,16,0,9.80,0.553,16.10,0.20,-4.50,-0.10,185,33,3081038.00
loftoke01,MEM,2023,PF,24,1,20.20,0.572,27.60,0.50,-0.40,0.10,176,20,
diakima01,CLE,2023,C,22,2,9.00,0.560,16.00,0.20,-3.40,-0.10,176,26,539571.00
arcidry01,2TM,2023,PG,20,4,2.70,0.351,11.10,-0.20,-8.80,-0.30,172,28,1946784.00
arcidry01,NYK,2023,PG,11,0,3.10,0.300,9.90,0.00,-5.10,0.00,26,28,1946784.00
arcidry01,POR,2023,PG,9,4,2.60,0.359,11.30,-0.10,-9.40,-0.30,146,28,1946784.00
marjabo01,HOU,2023,C,31,0,23.40,0.710,20.80,0.60,1.60,0.20,171,34,4348747.00
vonleno01,BOS,2023,C,23,1,5.90,0.502,9.20,0.20,-6.30,-0.20,171,27,1230946.00
krejcvi01,ATL,2023,PG,29,0,7.70,0.475,10.90,0.10,-3.60,-0.10,165,22,1657779.00
templga01,NOP,2023,SG,25,0,10.50,0.535,13.40,0.30,-1.00,0.00,162,36,5466314.00
birchkh01,TOR,2023,C,20,0,9.40,0.629,11.10,0.20,-3.50,-0.10,162,30,7069470.00
johnsja01,IND,2023,PF,18,1,8.40,0.486,15.70,0.10,-4.40,-0.10,162,35,4072637.00
lenal01,SAC,2023,C,26,2,12.80,0.580,14.10,0.30,-4.00,-0.10,161,29,4154844.00
samanlu01,UTA,2023,PF,7,4,11.00,0.550,18.90,0.20,-2.10,0.00,161,23,570771.00
smithdr01,2TM,2023,SG,15,1,11.40,0.475,13.80,0.30,-0.90,0.00,158,25,396925.00
smithdr01,MIA,2023,SG,5,1,7.10,0.393,9.90,0.10,-3.10,0.00,67,25,396925.00
smithdr01,BRK,2023,SG,10,0,14.60,0.511,16.70,0.30,0.70,0.10,91,25,396925.00
moorewe01,MIN,2023,SG,29,2,9.30,0.465,14.90,0.10,-2.40,0.00,153,21,
porteot01,TOR,2023,SF,8,2,14.00,0.656,11.00,0.40,0.70,0.10,146,29,
walkeke02,DAL,2023,PG,9,1,15.00,0.543,22.10,0.30,-0.30,0.10,144,32,39528872.00
greenda02,2TM,2023,SG,11,0,10.80,0.617,18.90,0.20,-1.90,0.00,138,35,12416532.00
greenda02,MEM,2023,SG,3,0,-0.20,0.409,13.50,-0.10,-8.80,-0.10,43,35,12416532.00
greenda02,CLE,2023,SG,8,0,15.80,0.676,21.40,0.20,1.20,0.10,95,35,12416532.00
culveja01,ATL,2023,SF,10,1,9.50,0.452,17.10,0.00,-4.20,-0.10,137,23,275987.00
jacksqu01,WAS,2023,PG,9,0,12.20,0.542,17.90,0.20,-5.10,-0.10,135,24,232870.00
martico01,CHO,2023,SF,7,0,8.70,0.448,12.90,0.10,-4.60,-0.10,134,27,7422016.00
willije02,POR,2023,SG,5,4,15.50,0.657,15.20,0.30,-3.00,0.00,127,23,55817.00
cooksxa01,WAS,2023,PF,10,1,14.30,0.586,13.90,0.20,-3.60,-0.10,126,27,148847.00
prestja01,LAC,2023,PG,14,0,10.30,0.489,18.30,0.10,-2.60,0.00,124,23,1657779.00
isaacjo01,ORL,2023,PF,11,0,20.30,0.483,21.10,0.30,4.00,0.20,124,25,18449011.00
harrish01,POR,2023,SG,5,0,17.90,0.516,17.60,0.30,0.10,0.10,120,29,142992.00
leoname01,MIL,2023,C,9,2,12.00,0.652,14.40,0.30,-5.00,-0.10,114,30,756576.00
sarrol01,OKC,2023,C,9,1,11.50,0.544,13.60,0.20,-4.90,-0.10,114,23,272887.00
iguodan01,GSW,2023,PF,8,0,7.30,0.521,9.40,0.10,-2.50,0.00,113,39,3081038.00
theisda01,IND,2023,C,7,1,14.20,0.497,20.10,0.10,-1.40,0.00,109,30,9218535.00
lawsoaj01,2TM,2023,SG,15,0,13.90,0.589,21.10,0.10,-4.40,-0.10,108,22,393824.00
lawsoaj01,MIN,2023,SG,1,0,34.40,1.000,21.40,0.00,5.20,0.00,2,22,393824.00
lawsoaj01,DAL,2023,SG,14,0,13.50,0.580,21.10,0.10,-4.60,-0.10,106,22,393824.00
jacksju01,BOS,2023,SF,23,0,6.30,0.359,12.20,0.10,-2.60,0.00,107,27,1946784.00
willivi01,MEM,2023,SG,15,1,3.90,0.367,18.10,-0.10,-8.50,-0.20,105,22,539571.00
minotjo01,MIN,2023,SF,15,0,17.90,0.582,18.90,0.30,-1.60,0.00,96,20,1079140.00
huffja01,WAS,2023,C,7,0,22.30,0.796,16.90,0.50,4.00,0.10,95,24,124038.00
browngr01,POR,2023,PF,16,0,5.80,0.421,18.40,-0.10,-8.50,-0.20,93,21,
primojo01,SAS,2023,SG,4,0,6.10,0.467,18.20,-0.10,-6.30,-0.10,93,20,
boehebu01,DET,2023,SF,10,0,0.50,0.287,13.20,-0.20,-9.50,-0.20,90,23,539571.00
sprinja01,PHI,2023,SG,16,2,17.20,0.545,20.80,0.30,0.30,0.10,89,20,2253324.00
minayju01,POR,2023,SF,4,0,4.00,0.363,13.40,-0.10,-9.00,-0.20,89,23,37211.00
wiggili01,MIL,2023,PG,7,1,11.80,0.610,25.60,0.10,-6.70,-0.10,87,24,105432.00
mobleis01,CLE,2023,PF,12,0,14.10,0.521,16.40,0.20,-1.40,0.00,84,23,539571.00
halljo02,SAS,2023,SF,9,0,5.50,0.438,19.40,-0.10,-7.60,-0.10,83,21,204663.00
yurtsom01,MIA,2023,C,9,0,16.70,0.675,18.00,0.30,-3.90,0.00,83,24,1858301.00
doziepj01,SAC,2023,SF,16,0,5.20,0.333,20.60,-0.20,-7.80,-0.10,79,26,831959.00
butleja02,OKC,2023,PG,6,1,13.00,0.578,20.10,0.10,-2.60,0.00,77,22,1775616.00
elliske01,SAC,2023,SG,16,0,14.00,0.629,12.10,0.20,1.30,0.10,71,23,539571.00
hasleud01,MIA,2023,C,7,1,6.20,0.433,20.10,0.00,-12.10,-0.20,71,42,3081038.00
bouyeja01,2TM,2023,PG,5,0,6.50,0.504,11.80,0.00,-4.20,0.00,71,23,124038.00
bouyeja01,MIA,2023,PG,4,0,7.80,0.540,12.20,0.00,-2.90,0.00,65,23,124038.00
bouyeja01,WAS,2023,PG,1,0,-6.90,0.000,7.20,0.00,-17.80,0.00,6,23,124038.00
queentr01,IND,2023,SG,7,0,6.00,0.337,22.90,-0.20,-7.20,-0.10,70,25,889466.00
bolmale01,UTA,2023,SF,14,0,-5.00,0.150,16.60,-0.30,-14.70,-0.20,68,22,1812350.00
whiteja03,DEN,2023,SF,17,0,12.60,0.517,14.70,0.10,-1.90,0.00,66,25,539571.00
martity01,ATL,2023,SG,16,0,7.70,0.440,16.50,0.00,-7.40,-0.10,66,23,1079140.00
davisjd01,BOS,2023,SG,12,0,10.10,0.478,15.80,0.10,-4.20,0.00,66,20,539571.00
rolliry01,GSW,2023,PG,12,0,-1.40,0.508,26.10,-0.30,-15.00,-0.20,62,20,1079140.00
toddis01,WAS,2023,PF,6,1,-1.00,0.226,15.60,-0.20,-14.20,-0.20,61,21,1669953.00
merrisa01,CLE,2023,SG,5,0,15.50,0.546,17.30,0.20,1.20,0.00,59,26,1172171.00
jonesca03,CHI,2023,PG,7,0,11.10,0.540,16.20,0.10,-2.50,0.00,56,25,649068.00
yorkga01,IND,2023,SG,3,0,11.80,0.548,16.40,0.10,-3.50,0.00,56,29,34110.00
dotsode01,WAS,2023,PG,6,0,4.80,0.150,10.70,0.00,-5.30,0.00,53,23,179856.00
campafa01,DAL,2023,PG,8,0,7.80,0.360,14.70,0.00,-1.20,0.00,52,31,492290.00
pottemi01,UTA,2023,PF,7,0,18.60,0.800,13.70,0.20,3.50,0.10,52,24,539571.00
wieskjo01,TOR,2023,SF,9,0,-0.40,0.321,12.80,-0.10,-10.60,-0.10,50,23,3084654.00
harpero02,TOR,2023,PF,9,0,15.70,0.608,14.60,0.20,1.20,0.00,48,22,539571.00
sneedxa01,CHO,2023,SF,4,0,9.50,0.723,12.90,0.10,-3.60,0.00,48,25,109114.00
cartemi01,ORL,2023,PG,4,0,9.00,0.498,20.60,0.00,-6.30,0.00,44,31,692186.00
swideco01,LAL,2023,SF,7,0,7.40,0.500,9.30,0.10,-3.40,0.00,41,23,539571.00
mccluma01,PHI,2023,SG,2,0,19.20,0.563,27.50,0.10,0.50,0.00,41,24,170553.00
gilyaja01,MEM,2023,PG,1,0,7.30,0.500,5.10,0.10,-6.10,0.00,41,24,6201.00
brownke03,IND,2023,SG,6,0,9.10,0.571,10.40,0.10,-2.90,0.00,40,19,539571.00
brantja01,UTA,2023,PF,4,0,18.50,0.739,18.10,0.10,3.50,0.10,39,26,111883.00
kabenmf01,BOS,2023,PF,4,0,8.10,0.381,10.80,0.10,-8.90,-0.10,36,25,539571.00
grayra01,BRK,2023,PF,1,0,15.50,0.621,21.40,0.10,-2.00,0.00,35,23,6201.00
champju01,2TM,2023,SF,5,0,10.30,0.367,19.20,0.00,-7.90,-0.10,34,21,904680.00
champju01,TOR,2023,SF,3,0,28.90,1.000,11.60,0.10,8.10,0.00,11,21,904680.00
champju01,BOS,2023,SF,2,0,1.50,0.208,22.80,-0.10,-15.50,-0.10,23,21,904680.00
bradlto01,CHI,2023,C,12,0,21.70,0.690,19.80,0.20,4.90,0.10,33,25,2159083.00
pippesc02,LAL,2023,PG,6,0,9.60,0.439,23.70,0.00,-5.90,0.00,32,22,
johnsal02,SAS,2023,PF,4,0,4.30,0.509,15.00,-0.10,-9.10,-0.10,30,26,203885.00
scrubja01,ORL,2023,SG,2,0,14.20,0.825,15.60,0.10,-1.90,0.00,30,22,52716.00
quetane01,SAC,2023,C,5,0,17.00,0.607,16.10,0.10,-3.40,0.00,29,23,539571.00
kinglo02,PHI,2023,PF,1,0,21.30,0.744,23.80,0.10,2.30,0.00,29,23,325602.00
careyve01,WAS,2023,C,11,0,10.80,0.338,16.90,0.00,-5.00,0.00,28,21,
hudgitr01,HOU,2023,PG,5,0,4.20,0.436,16.80,0.00,-8.40,0.00,28,23,539571.00
simmoko01,CHO,2023,SG,5,0,9.00,0.363,11.80,0.00,-0.90,0.00,28,25,34772.00
daysda01,HOU,2023,SF,4,0,18.30,0.582,21.40,0.10,3.50,0.00,25,23,539571.00
brownst02,LAL,2023,SF,4,0,7.00,0.000,7.00,0.00,-3.30,0.00,24,27,3310857.00
comanch01,POR,2023,C,1,0,12.20,0.518,14.00,0.00,-7.50,0.00,21,26,
simonma01,CHI,2023,C,7,0,-0.10,0.381,17.40,0.00,-14.40,-0.10,20,23,1657779.00
moonxa01,LAC,2023,SG,4,0,7.20,0.389,21.80,0.00,-5.10,0.00,20,28,124038.00
quinole01,GSW,2023,SG,4,0,8.60,0.654,29.40,0.00,-10.20,0.00,18,22,137206.00
seabrde01,NOP,2023,SG,5,0,4.60,0.400,17.90,0.00,-11.30,0.00,12,22,542672.00
windldy01,CLE,2023,SF,3,0,19.00,0.833,17.90,0.00,6.70,0.00,10,26,4280676.00
hillma01,CHI,2023,SF,5,0,15.40,0.625,19.70,0.00,2.40,0.00,9,27,539571.00
keybr01,DET,2023,SF,3,0,18.60,1.064,8.90,0.00,2.90,0.00,9,25,213968.00
dorsety01,DAL,2023,SF,3,0,45.50,0.900,28.30,0.10,17.80,0.00,8,26,213968.00
keelstr01,NYK,2023,SG,3,0,3.70,0.375,21.40,0.00,-13.00,0.00,8,19,551974.00
monekch01,SAC,2023,SF,2,0,-3.50,0.347,26.20,0.00,-20.70,0.00,8,27,530144.00
burtode02,SAC,2023,PF,2,0,-12.60,0.000,14.30,0.00,-24.20,0.00,6,29,111883.00
schakjo01,WAS,2023,SF,2,0,24.30,0.750,14.50,0.00,17.00,0.00,6,24,102332.00
jacksfr01,UTA,2023,PG,1,0,-6.80,0.000,25.10,0.00,-22.20,0.00,5,24,119933.00
willial06,BRK,2023,SG,1,0,-20.90,,17.70,-0.10,-26.50,0.00,5,23,269786.00
willido02,ATL,2023,SG,2,0,14.50,0.400,52.50,0.00,-15.20,0.00,4,21,254280.00
silvach01,DAL,2023,PF,1,0,-2.20,1.000,30.10,0.00,-22.60,0.00,3,26,223768.00
umudest01,DET,2023,SG,1,0,65.60,0.532,40.00,0.00,48.60,0.00,2,23,62019.00
fostemi02,PHI,2023,PF,1,0,0.00,,0.00,0.00,-9.20,0.00,1,20,
derozde01,CHI,2024,SF,79,79,19.70,0.584,25.80,9.20,1.80,2.80,2989,34,29449819.00
sabondo01,SAC,2024,C,82,82,23.20,0.637,22.20,12.60,6.50,6.20,2928,27,30170619.00
whiteco01,CHI,2024,PG,79,78,14.50,0.570,22.70,4.70,-0.70,0.90,2881,23,11441266.00
bridgmi01,BRK,2024,SF,82,82,14.90,0.560,24.30,4.20,-0.40,1.20,2854,27,22344793.00
banchpa01,ORL,2024,PF,80,80,17.30,0.546,29.70,5.30,1.30,2.30,2799,21,11953002.00
duranke01,PHO,2024,PF,75,75,21.20,0.626,29.00,8.30,4.00,4.30,2791,35,49065286.00
murrade01,ATL,2024,SG,78,78,17.70,0.555,26.60,4.90,1.70,2.60,2783,27,18755210.00
edwaran01,MIN,2024,SG,79,78,19.70,0.575,32.30,7.50,3.30,3.70,2770,22,13936990.00
jokicni01,DEN,2024,C,79,79,31.00,0.650,29.30,17.00,13.20,10.60,2737,28,49021953.00
brunsja01,NYK,2024,PG,77,77,23.40,0.592,32.50,11.20,5.80,5.40,2726,27,27129530.00
hartjo01,NYK,2024,SF,81,42,11.80,0.522,13.50,5.70,0.00,1.40,2707,28,13345093.00
davisan02,LAL,2024,C,76,76,25.80,0.621,26.70,11.80,5.10,4.90,2700,30,41806469.00
vanvlfr01,HOU,2024,PG,73,73,16.70,0.568,19.70,8.40,3.40,3.60,2684,29,42018817.00
foxde01,SAC,2024,PG,74,74,20.10,0.567,31.00,6.50,2.70,3.20,2659,26,33568737.00
siakapa01,2TM,2024,PF,80,80,19.70,0.601,25.30,6.90,1.90,2.70,2657,29,39019371.00
siakapa01,TOR,2024,PF,39,39,18.80,0.600,25.30,3.00,1.40,1.20,1354,29,39019371.00
siakapa01,IND,2024,PF,41,41,20.70,0.602,25.20,3.90,2.50,1.50,1303,29,39019371.00
tatumja01,BOS,2024,PF,74,74,22.30,0.604,30.20,10.40,5.10,4.70,2645,25,33568737.00
reaveau01,LAL,2024,SG,82,57,15.50,0.613,20.30,5.90,0.40,1.60,2629,25,12372167.00
maxeyty01,PHI,2024,PG,70,70,19.80,0.573,28.00,8.10,3.10,3.40,2626,23,4472995.00
doncilu01,DAL,2024,PG,70,70,28.10,0.617,36.00,12.00,9.90,8.00,2624,24,41254687.00
vucevni01,CHI,2024,C,76,74,17.70,0.540,23.30,5.40,0.10,1.40,2610,33,19068777.00
greenja05,HOU,2024,SG,82,82,14.70,0.541,27.40,3.10,-0.50,1.00,2601,21,10185395.00
goberru01,MIN,2024,C,76,76,19.30,0.675,15.40,11.60,1.80,2.50,2593,31,42218272.00
murrake02,SAC,2024,SF,77,77,13.30,0.569,18.10,5.20,-0.90,0.80,2588,23,8658864.00
bridgmi02,CHO,2024,SF,69,67,15.40,0.556,24.70,2.20,-1.10,0.60,2581,25,8156673.00
lillada01,MIL,2024,PG,73,73,19.60,0.590,28.40,7.70,2.10,2.70,2579,33,46996232.00
antetgi01,MIL,2024,PF,73,73,29.90,0.649,33.00,13.20,9.00,7.20,2567,29,46996232.00
portemi01,DEN,2024,SF,81,81,15.50,0.601,20.70,6.20,0.10,1.30,2565,25,
gilgesh01,OKC,2024,PG,75,75,29.30,0.636,32.80,14.60,9.00,7.10,2553,25,34378905.00
allengr01,PHO,2024,SG,75,74,13.80,0.679,14.50,6.90,1.30,2.00,2513,28,9190197.00
jamesle01,LAL,2024,PF,71,71,23.70,0.630,29.20,8.50,6.50,5.40,2504,39,49021953.00
georgpa01,LAC,2024,PF,74,74,19.30,0.613,26.60,7.30,3.20,3.30,2502,33,46996232.00
schrode01,2TM,2024,PG,80,58,13.30,0.550,20.30,3.30,-1.80,0.10,2486,30,
schrode01,TOR,2024,PG,51,33,13.90,0.559,19.40,2.50,-1.80,0.10,1559,30,
schrode01,BRK,2024,PG,29,25,12.30,0.535,21.80,0.80,-1.90,0.00,927,30,
russeda01,LAL,2024,PG,76,69,16.00,0.588,23.00,5.10,0.90,1.80,2484,27,17821973.00
hardeja01,LAC,2024,PG,72,72,18.60,0.612,20.60,8.40,4.10,3.80,2470,34,36740807.00
bookede01,PHO,2024,PG,68,68,21.90,0.611,29.80,9.20,3.00,3.10,2447,27,37086384.00
allenja01,CLE,2024,C,77,77,21.80,0.664,19.40,10.70,3.00,3.10,2442,25,20594279.00
smithja05,HOU,2024,PF,76,76,13.80,0.571,17.60,5.60,-0.40,1.00,2424,20,
curryst01,GSW,2024,PG,74,74,20.60,0.616,31.30,7.20,5.20,4.40,2421,35,53458234.00
adebaba01,MIA,2024,C,71,71,19.80,0.576,24.90,7.20,2.40,2.70,2416,26,33568737.00
holmgch01,OKC,2024,C,82,82,20.40,0.632,21.60,8.90,3.40,3.30,2413,21,10694609.00
lopezbr01,MIL,2024,C,79,79,14.80,0.608,16.00,5.90,1.00,1.80,2411,35,25742849.00
caldwke01,DEN,2024,SG,76,76,10.70,0.602,12.90,4.80,-1.40,0.40,2402,30,15141880.00
bogdabo01,ATL,2024,SG,79,33,14.70,0.569,22.30,3.90,0.20,1.40,2401,31,19255651.00
millebr02,CHO,2024,SF,74,68,13.00,0.552,23.90,0.80,-2.60,-0.30,2383,21,11203662.00
barneha02,SAC,2024,PF,82,82,11.90,0.611,15.70,4.70,-1.80,0.10,2381,31,17505137.00
whitede01,BOS,2024,SG,73,73,16.90,0.611,18.60,8.50,3.80,3.50,2381,29,19417463.00
harrito02,PHI,2024,PF,70,70,16.50,0.576,20.70,5.90,0.90,1.70,2368,31,40437022.00
divindo01,NYK,2024,SG,81,63,16.00,0.597,21.30,6.60,3.40,3.20,2360,27,11223882.00
poolejo01,WAS,2024,SG,78,66,12.10,0.529,26.40,-0.60,-3.90,-1.20,2346,24,28786021.00
brownja02,BOS,2024,SF,70,70,18.60,0.580,28.90,5.90,0.70,1.60,2343,27,32776163.00
beaslma01,MIL,2024,SG,79,77,10.30,0.603,14.60,3.50,-1.80,0.10,2337,27,2790369.00
wagnefr01,ORL,2024,SF,72,72,17.60,0.575,25.70,6.40,1.20,1.90,2337,22,5672405.00
leonaka01,LAC,2024,SF,68,68,23.20,0.626,26.50,8.90,5.50,4.40,2330,32,46996232.00
joneshe01,NOP,2024,SF,76,76,13.20,0.636,14.10,6.30,0.60,1.60,2321,25,
gordoaa01,DEN,2024,PF,73,73,16.80,0.607,17.80,7.10,1.30,1.90,2297,28,21898084.00
thompkl01,GSW,2024,SF,77,63,13.90,0.576,24.20,3.60,-0.40,0.90,2284,33,44503661.00
kuzmaky01,WAS,2024,PF,70,70,15.70,0.547,29.70,0.20,-1.10,0.50,2281,28,26327914.00
holidjr01,BOS,2024,PG,69,69,14.40,0.597,16.30,6.30,2.10,2.40,2263,33,38738196.00
avdijde01,WAS,2024,SF,75,75,14.90,0.597,20.20,3.20,-0.90,0.60,2257,23,6449292.00
vassede01,SAS,2024,SG,68,62,15.70,0.578,23.50,3.60,0.00,1.10,2248,23,6062851.00
dortlu01,OKC,2024,SF,79,79,11.10,0.593,15.40,4.60,-1.60,0.20,2246,24,15731741.00
strusma01,CLE,2024,SF,70,70,11.70,0.553,17.40,3.90,-0.60,0.80,2239,27,14918170.00
brookdi01,HOU,2024,SF,72,72,9.40,0.549,17.60,2.70,-3.60,-0.90,2227,28,23300028.00
halibty01,IND,2024,PG,69,68,23.30,0.605,24.60,9.00,6.90,5.00,2224,23,5981026.00
willija06,OKC,2024,PF,71,71,19.10,0.621,23.70,7.30,2.30,2.40,2223,22,4694136.00
washipj01,2TM,2024,PF,73,45,12.20,0.537,19.10,1.90,-2.10,-0.10,2221,25,17348441.00
washipj01,CHO,2024,PF,44,17,13.00,0.545,21.20,0.80,-2.80,-0.30,1286,25,17348441.00
washipj01,DAL,2024,PF,29,28,11.00,0.522,16.30,1.10,-1.20,0.20,935,25,17348441.00
iveyja01,DET,2024,SG,77,61,12.40,0.536,24.90,0.50,-3.10,-0.60,2217,21,7840736.00
dosunay01,CHI,2024,SG,76,37,13.40,0.604,17.20,4.10,-0.80,0.70,2212,24,6674072.00
willizi01,NOP,2024,PF,70,70,22.80,0.610,29.70,7.50,3.80,3.30,2207,23,35015681.00
conlemi01,MIN,2024,PG,76,76,15.80,0.627,16.00,8.20,3.40,3.00,2193,36,25083832.00
sochaje01,SAS,2024,PF,74,73,11.40,0.513,18.80,1.40,-3.40,-0.80,2193,20,5474947.00
hieldbu01,2TM,2024,SF,84,42,13.30,0.578,19.20,3.50,0.40,1.30,2160,31,19895988.00
hieldbu01,IND,2024,SF,52,28,13.10,0.586,18.60,2.00,0.20,0.70,1336,31,19895988.00
hieldbu01,PHI,2024,SG,32,14,13.60,0.566,20.20,1.50,0.80,0.60,824,31,19895988.00
mccolcj01,NOP,2024,PG,66,66,17.90,0.592,24.70,5.90,3.10,2.80,2159,32,36866302.00
dinwisp01,2TM,2024,PG,76,52,11.70,0.543,16.60,3.60,-1.90,0.10,2152,30,21018311.00
dinwisp01,BRK,2024,PG,48,48,13.50,0.530,18.60,2.90,-1.30,0.30,1474,30,21018311.00
dinwisp01,LAL,2024,PG,28,4,8.00,0.586,12.20,0.70,-3.20,-0.20,678,30,21018311.00
jonestr01,SAS,2024,PG,77,48,14.70,0.591,15.20,4.90,-0.40,0.90,2138,24,10189877.00
willigr01,2TM,2024,PF,76,43,10.60,0.588,15.90,2.60,-2.60,-0.30,2130,25,12773601.00
willigr01,DAL,2024,PF,47,33,8.30,0.560,13.60,1.30,-3.40,-0.40,1242,25,12773601.00
willigr01,CHO,2024,PF,29,10,13.90,0.618,19.00,1.30,-1.50,0.10,888,25,12773601.00
jacksja02,MEM,2024,C,66,66,17.40,0.552,30.40,3.00,0.40,1.30,2124,24,27907516.00
hardati02,DAL,2024,SF,79,12,12.10,0.542,22.60,2.20,-2.90,-0.50,2120,31,18429540.00
