player_key,team_key,season_key,pos,g,gs,perce,ts_per,usg_per,ws,bpm,vorp,mp,age,salary
richajo01,SAS,2022,SG,21,7,14.00,0.577,19.30,1.00,-0.20,0.20,513,28,13431355.00
craigto01,2TM,2022,SF,78,16,11.00,0.556,14.30,2.30,-1.80,0.10,1596,31,5640719.00
craigto01,IND,2022,SF,51,14,10.80,0.555,13.90,1.20,-2.20,-0.10,1034,31,5640719.00
craigto01,PHO,2022,SF,27,2,11.40,0.558,15.00,1.10,-1.10,0.10,562,31,5640719.00
vincega01,MIA,2022,PG,68,27,10.60,0.551,17.80,2.50,-1.40,0.20,1589,25,1930149.00
strusma01,MIA,2022,SF,68,16,12.70,0.614,18.10,3.60,0.90,1.20,1587,25,1930149.00
nurkiju01,POR,2022,C,56,56,20.00,0.586,23.60,3.60,0.30,0.90,1579,27,13876170.00
huntede01,ATL,2022,SF,53,52,10.60,0.547,19.90,1.10,-3.90,-0.80,1577,24,8991064.00
coffeam01,LAC,2022,SG,69,30,13.00,0.598,15.80,3.80,-0.30,0.70,1567,24,663253.00
brissos01,IND,2022,SF,67,25,12.90,0.530,17.30,2.20,-2.20,-0.10,1564,23,1967632.00
morrima03,LAC,2022,PF,54,54,13.70,0.549,23.20,2.40,-1.40,0.30,1564,32,18071291.00
haywago01,CHO,2022,SF,49,48,15.10,0.570,20.70,2.80,-0.70,0.50,1564,31,34603699.00
jonesty01,MEM,2022,PG,73,23,16.50,0.544,16.60,5.10,1.70,1.40,1549,25,9685897.00
duartch01,IND,2022,SG,55,39,12.30,0.537,21.10,0.90,-2.30,-0.10,1541,24,4335609.00
lylestr01,2TM,2022,PF,75,23,16.40,0.588,20.70,3.50,-0.30,0.70,1537,26,2890868.00
lylestr01,DET,2022,PF,51,3,16.70,0.576,22.30,2.20,0.00,0.50,990,26,2890868.00
lylestr01,SAC,2022,PF,24,20,16.00,0.612,17.80,1.40,-1.00,0.10,547,26,2890868.00
greenja02,CHI,2022,SF,65,45,14.00,0.637,11.50,4.40,0.10,0.80,1519,28,1930149.00
hortota01,LAL,2022,SG,60,19,11.00,0.503,19.20,1.10,-3.30,-0.50,1511,21,10985301.00
grantje01,DET,2022,PF,47,47,16.10,0.556,25.70,2.30,1.20,1.20,1500,27,23129841.00
sengual01,HOU,2022,C,72,13,16.00,0.552,22.00,2.10,-1.00,0.40,1489,19,3717287.00
anderky01,MEM,2022,PF,69,11,14.40,0.506,16.20,3.50,1.20,1.20,1484,28,11490798.00
porzikr01,2TM,2022,PF,51,51,23.70,0.577,29.50,5.60,3.90,2.20,1481,26,36599093.00
porzikr01,DAL,2022,PF,34,34,21.80,0.561,28.60,3.40,3.00,1.30,1002,26,36599093.00
porzikr01,WAS,2022,PF,17,17,27.70,0.606,31.40,2.20,5.70,0.90,479,26,36599093.00
riverau01,DEN,2022,SG,67,18,7.20,0.546,12.60,1.20,-3.80,-0.70,1480,29,2777011.00
beverpa01,MIN,2022,PG,58,54,14.80,0.539,16.10,4.10,2.70,1.70,1476,33,16560038.00
alexani01,2TM,2022,SG,65,21,10.50,0.475,24.10,0.10,-2.90,-0.30,1466,23,3771404.00
alexani01,NOP,2022,SG,50,19,10.50,0.474,24.80,-0.10,-3.00,-0.30,1317,23,3771404.00
alexani01,UTA,2022,SG,15,2,10.20,0.497,17.90,0.20,-1.70,0.00,149,23,3771404.00
osmande01,CLE,2022,SF,66,3,13.30,0.563,21.10,2.90,0.20,0.80,1462,26,9404960.00
batumni01,LAC,2022,PF,59,54,13.50,0.608,13.30,3.70,2.30,1.60,1462,33,13907389.00
powelno01,2TM,2022,SF,45,41,16.30,0.603,23.10,2.80,-0.30,0.60,1458,28,17943324.00
powelno01,POR,2022,SF,40,39,15.30,0.593,22.50,2.10,-1.00,0.30,1333,28,17943324.00
powelno01,LAC,2022,SG,5,2,27.10,0.682,30.00,0.70,7.70,0.30,125,28,17943324.00
wrighde01,ATL,2022,SG,77,8,13.80,0.576,10.30,3.60,2.20,1.60,1452,29,9859384.00
klebima01,DAL,2022,PF,59,21,11.00,0.537,13.30,3.00,-0.40,0.60,1450,30,10118040.00
rosste01,ORL,2022,SG,63,0,10.00,0.515,20.50,0.30,-3.70,-0.60,1448,30,14454344.00
gaffoda01,WAS,2022,C,72,53,21.80,0.708,16.70,6.00,1.60,1.30,1444,23,2061329.00
bealbr01,WAS,2022,SG,40,40,17.50,0.539,30.80,1.40,0.80,1.00,1439,28,38996895.00
shamela01,PHO,2022,SG,69,14,10.20,0.550,16.80,2.60,-1.20,0.30,1437,24,4357512.00
drumman01,2TM,2022,C,73,36,21.00,0.574,19.00,5.10,1.30,1.20,1437,28,2777011.00
drumman01,PHI,2022,C,49,12,19.30,0.544,17.60,2.90,1.30,0.70,902,28,2777011.00
drumman01,BRK,2022,C,24,24,23.80,0.610,21.50,2.20,1.20,0.40,535,28,2777011.00
reaveau01,LAL,2022,SG,61,19,11.50,0.600,12.40,2.90,-1.90,0.00,1418,23,1069919.00
korkmfu01,PHI,2022,SG,67,19,10.20,0.502,17.60,1.20,-3.10,-0.40,1414,24,5353461.00
bradlav01,LAL,2022,SG,62,45,7.80,0.550,12.10,1.20,-3.60,-0.60,1406,31,3054712.00
davisan02,LAL,2022,C,40,40,23.90,0.578,27.10,4.50,3.80,2.00,1404,28,40890021.00
hamptrj01,ORL,2022,SG,64,14,8.50,0.481,18.40,-0.20,-4.10,-0.70,1402,20,2663114.00
hayesja02,NOP,2022,C,70,28,18.50,0.680,16.40,5.10,0.20,0.80,1398,21,6184470.00
porteot01,GSW,2022,PF,63,15,15.90,0.581,15.00,4.90,3.10,1.80,1396,28,
netora01,WAS,2022,PG,70,19,12.40,0.538,18.40,1.50,-2.90,-0.40,1372,29,2416128.00
martica02,MIA,2022,SF,60,12,14.80,0.611,16.30,4.00,1.10,1.10,1372,26,975970.00
manntr01,OKC,2022,PG,60,26,10.20,0.501,22.00,0.10,-4.40,-0.80,1367,20,3354841.00
bledser01,LAC,2022,PG,54,29,12.50,0.514,20.50,1.30,-0.80,0.40,1361,32,20958799.00
greenda02,PHI,2022,SF,62,28,9.50,0.561,12.30,1.90,-0.50,0.50,1353,34,11563475.00
willizi02,MEM,2022,SF,62,31,9.70,0.559,14.90,2.20,-3.00,-0.30,1346,20,5056754.00
chrisjo01,HOU,2022,SG,74,2,12.20,0.534,21.10,0.30,-3.50,-0.50,1334,20,2612466.00
greendr01,GSW,2022,PF,46,44,14.30,0.582,14.30,3.60,3.20,1.80,1329,31,27783229.00
hylanbo01,DEN,2022,SG,69,4,14.40,0.558,23.80,2.40,-0.40,0.50,1310,21,2424722.00
suggsja01,ORL,2022,PG,48,45,8.60,0.455,25.30,-1.60,-5.60,-1.20,1307,20,7623706.00
konchjo01,MEM,2022,SG,72,7,14.00,0.615,9.90,4.20,1.50,1.20,1292,25,2543964.00
forbebr01,2TM,2022,SG,75,2,11.50,0.574,21.20,1.40,-2.90,-0.30,1286,28,5203563.00
forbebr01,SAS,2022,SG,40,1,12.40,0.572,21.90,0.70,-1.60,0.10,676,28,5203563.00
forbebr01,DEN,2022,SG,35,1,10.60,0.578,20.30,0.70,-4.30,-0.40,610,28,5203563.00
mclembe01,POR,2022,SG,64,6,11.70,0.567,21.30,0.80,-3.20,-0.40,1285,28,2763255.00
metuch01,SAC,2022,C,60,20,13.40,0.546,18.50,1.50,-1.50,0.20,1279,24,2038404.00
payneca01,PHO,2022,PG,58,12,13.80,0.500,24.60,1.90,0.00,0.70,1278,27,7516258.00
diallha01,DET,2022,SG,58,29,15.70,0.541,21.80,2.10,-0.50,0.50,1269,23,6013007.00
leeda03,GSW,2022,SG,63,5,10.90,0.561,15.80,2.70,-2.00,0.00,1256,29,2209618.00
hillge01,MIL,2022,PG,54,17,10.20,0.552,11.70,2.30,-1.60,0.10,1253,35,6100300.00
paytoga02,GSW,2022,SG,71,16,17.80,0.679,14.30,5.20,3.70,1.80,1247,29,1930149.00
clarkbr01,MEM,2022,PF,64,1,23.70,0.660,17.70,6.30,4.20,2.00,1246,25,3153220.00
hardati02,DAL,2022,SG,42,20,12.70,0.520,22.00,2.00,-0.20,0.60,1245,29,24638084.00
eubandr01,2TM,2022,C,71,31,18.00,0.638,17.50,3.40,-1.40,0.20,1245,24,2590009.00
eubandr01,SAS,2022,C,49,9,16.00,0.588,17.00,1.40,-1.20,0.10,595,24,2590009.00
eubandr01,POR,2022,C,22,22,19.90,0.678,18.00,2.00,-1.50,0.10,650,24,2590009.00
turnemy01,IND,2022,C,42,42,17.40,0.615,17.10,3.10,1.40,1.10,1235,25,20814255.00
pokusal01,OKC,2022,PF,61,12,12.00,0.485,20.00,0.40,-2.60,-0.20,1233,20,3599894.00
toppiob01,NYK,2022,PF,72,10,18.30,0.614,20.80,3.90,2.00,1.20,1230,23,5903339.00
mcderdo01,SAS,2022,PF,51,51,11.40,0.593,18.30,1.60,-2.50,-0.10,1223,30,15899778.00
harteis01,LAC,2022,C,68,0,22.00,0.664,18.40,5.50,4.50,2.00,1216,23,1999575.00
reidna01,MIN,2022,C,77,6,17.20,0.588,21.40,3.20,0.00,0.60,1215,22,2061329.00
balllo01,CHI,2022,PG,35,35,14.50,0.575,17.40,2.20,2.50,1.40,1212,24,21513442.00
wiggiaa01,OKC,2022,SG,50,35,10.30,0.556,15.30,1.20,-4.30,-0.70,1209,23,1509913.00
brogdma01,IND,2022,PG,36,36,18.00,0.557,24.60,2.70,2.30,1.30,1206,29,25092741.00
johnsja01,BRK,2022,PF,62,10,10.30,0.513,13.70,1.70,-2.20,-0.10,1191,34,3054712.00
kuminjo01,GSW,2022,SF,70,12,15.20,0.600,22.70,3.00,-1.50,0.10,1185,19,6321011.00
nworajo01,MIL,2022,SF,62,13,9.90,0.506,19.40,0.60,-4.10,-0.60,1185,23,1755313.00
campafa01,DEN,2022,PG,65,4,11.10,0.503,14.70,2.00,-0.80,0.40,1184,30,3584677.00
miltosh01,PHI,2022,SG,55,6,11.90,0.517,18.30,1.70,-2.20,-0.10,1179,25,2135470.00
princta02,MIN,2022,PF,69,8,12.40,0.589,17.00,2.20,-0.90,0.30,1177,27,15419171.00
thomaca02,BRK,2022,SG,67,2,11.70,0.519,22.10,0.80,-3.40,-0.40,1176,20,2354647.00
ellebcj01,POR,2022,SF,58,28,9.20,0.491,14.80,0.40,-5.30,-1.00,1174,21,1755313.00
mcgeeja01,PHO,2022,C,74,17,22.60,0.651,22.80,4.90,0.80,0.80,1172,34,5781737.00
jacksfr01,DET,2022,PG,53,7,10.60,0.530,20.90,0.70,-3.50,-0.40,1164,23,3469042.00
whiteha01,UTA,2022,C,65,8,22.90,0.662,17.10,5.80,2.10,1.20,1162,32,2777011.00
jonestr01,SAS,2022,PG,69,11,15.00,0.545,15.60,2.90,-0.50,0.40,1148,22,1755313.00
carusal01,CHI,2022,SG,41,18,11.70,0.528,13.30,2.00,0.20,0.60,1147,27,9944588.00
baglema01,2TM,2022,PF,48,25,15.70,0.551,19.80,2.00,-2.30,-0.10,1146,22,
baglema01,SAC,2022,PF,30,17,14.30,0.521,18.80,0.90,-3.50,-0.30,656,22,
baglema01,DET,2022,PF,18,8,17.70,0.585,21.20,1.10,-0.60,0.20,490,22,
bjeline01,GSW,2022,C,71,0,14.20,0.573,17.80,3.00,1.40,1.00,1142,33,2416128.00
smithis01,2TM,2022,PG,65,1,12.50,0.465,20.10,0.50,-2.90,-0.20,1126,33,
smithis01,CHO,2022,PG,37,1,9.60,0.434,19.10,-0.10,-4.50,-0.30,511,33,
smithis01,WAS,2022,PG,28,0,15.00,0.489,20.90,0.70,-1.50,0.10,615,33,
inglejo01,UTA,2022,SF,45,15,10.00,0.551,13.20,2.20,-0.30,0.50,1122,34,15074567.00
templga01,NOP,2022,SG,59,16,8.60,0.494,13.90,0.80,-2.50,-0.10,1098,35,5677666.00
johnsst04,LAL,2022,PF,48,27,10.50,0.564,12.50,1.80,-2.70,-0.20,1094,25,1583036.00
irvinky01,BRK,2022,PG,29,29,21.40,0.592,29.40,3.30,3.00,1.40,1091,29,40852255.00
littlna01,POR,2022,SF,42,23,13.50,0.575,15.80,1.70,-1.40,0.20,1088,21,2678378.00
robinje02,OKC,2022,C,49,36,11.70,0.526,15.40,1.50,-2.20,-0.10,1087,21,2312695.00
greenja01,DEN,2022,PF,67,8,14.10,0.587,17.20,2.70,-1.80,0.00,1085,31,9482049.00
georgpa01,LAC,2022,PF,31,31,18.60,0.538,33.70,1.30,3.70,1.60,1077,31,45496459.00
holmeri01,SAC,2022,C,45,37,17.80,0.689,15.80,3.20,-0.50,0.40,1074,28,12008090.00
willike04,OKC,2022,SF,49,0,13.30,0.532,15.60,1.80,-0.30,0.50,1072,27,2312695.00
dedmode01,MIA,2022,C,67,15,15.90,0.632,16.90,3.50,-1.00,0.30,1065,32,6078118.00
lillada01,POR,2022,PG,29,29,18.50,0.550,29.30,1.70,1.30,0.90,1056,31,45496378.00
browntr01,CHI,2022,SF,66,7,10.10,0.525,12.30,1.40,-1.80,0.10,1055,22,
aldrila01,BRK,2022,C,47,12,19.60,0.604,22.40,3.10,0.70,0.70,1050,36,3054712.00
nancela02,2TM,2022,PF,46,11,14.40,0.590,12.80,2.30,-0.10,0.50,1040,29,12362406.00
nancela02,POR,2022,C,37,11,14.40,0.581,12.40,1.90,0.30,0.50,858,29,12362406.00
nancela02,NOP,2022,PF,9,0,14.20,0.628,14.70,0.40,-1.90,0.00,182,29,12362406.00
greenjo02,DAL,2022,SG,67,3,11.90,0.578,13.90,2.40,-1.00,0.30,1039,21,3419920.00
gayru01,UTA,2022,PF,55,1,13.00,0.539,19.30,2.10,-1.00,0.30,1038,35,6810886.00
bembrde01,2TM,2022,SF,56,20,11.90,0.601,11.20,2.20,-0.70,0.30,1026,27,
bembrde01,BRK,2022,SF,48,20,12.40,0.609,11.70,2.10,-0.40,0.40,949,27,
bembrde01,MIL,2022,SF,8,0,4.80,0.375,5.00,0.10,-3.90,0.00,77,27,
holidaa01,2TM,2022,PG,63,15,12.60,0.544,18.70,1.50,-1.70,0.10,1021,25,4602900.00
holidaa01,WAS,2022,PG,41,14,11.30,0.547,18.00,0.50,-2.10,0.00,663,25,4602900.00
holidaa01,PHO,2022,PG,22,1,14.90,0.538,20.00,0.90,-0.80,0.10,358,25,4602900.00
jonesda03,SAC,2022,C,56,15,18.30,0.701,16.20,3.30,0.30,0.60,1017,26,2286111.00
stevela01,CLE,2022,PF,63,13,11.30,0.544,17.10,1.60,-2.90,-0.20,1015,24,1755313.00
reddica01,2TM,2022,SF,49,7,12.80,0.543,22.20,1.00,-1.30,0.20,1012,22,5400328.00
reddica01,ATL,2022,SF,34,7,12.80,0.537,23.20,0.60,-1.50,0.10,797,22,5400328.00
reddica01,NYK,2022,SF,15,0,12.90,0.575,18.80,0.40,-0.80,0.10,215,22,5400328.00
divindo01,2TM,2022,SG,42,1,11.30,0.510,18.90,0.70,-2.30,-0.10,1006,25,5406884.00
divindo01,MIL,2022,SG,17,0,7.90,0.470,19.80,-0.10,-5.50,-0.30,341,25,5406884.00
divindo01,SAC,2022,SG,25,1,13.00,0.532,18.50,0.80,-0.60,0.20,665,25,5406884.00
matthwe02,MIL,2022,SG,49,14,6.90,0.536,10.70,1.20,-3.30,-0.30,1002,35,2264700.00
pritcpa01,BOS,2022,PG,71,2,15.00,0.578,18.60,3.10,1.80,1.00,1001,24,2471623.00
toscaju01,GSW,2022,SF,73,6,11.00,0.561,14.70,2.00,-0.80,0.30,994,28,1967632.00
okongon01,ATL,2022,C,48,6,19.80,0.714,14.00,4.20,0.80,0.70,992,21,7058669.00
birchkh01,TOR,2022,C,55,28,13.20,0.534,11.20,2.60,-1.30,0.20,991,29,7342806.00
edwarke02,BRK,2022,SF,48,23,8.30,0.516,13.80,0.60,-3.80,-0.50,987,21,535632.00
wadede01,CLE,2022,PF,51,28,10.10,0.584,11.10,2.30,-0.60,0.40,980,25,2061329.00
theisda01,2TM,2022,C,47,27,13.20,0.595,16.20,1.90,-2.10,0.00,977,29,9574963.00
theisda01,HOU,2022,C,26,21,10.70,0.554,16.50,0.30,-3.40,-0.20,584,29,9574963.00
theisda01,BOS,2022,C,21,6,17.00,0.658,15.80,1.60,-0.10,0.20,393,29,9574963.00
nowelja01,MIN,2022,SG,62,1,16.80,0.581,21.00,2.80,0.80,0.70,975,22,2061329.00
claxtni01,BRK,2022,C,47,19,18.60,0.672,15.10,3.50,0.50,0.60,974,22,
howardw01,LAL,2022,C,60,27,18.20,0.657,14.60,3.50,-0.20,0.40,971,36,3054712.00
rubiori01,CLE,2022,PG,34,8,14.00,0.488,24.90,1.30,0.20,0.50,970,31,20582986.00
washidu02,IND,2022,PG,48,7,10.20,0.521,22.60,0.00,-4.70,-0.70,968,21,1557225.00
primojo01,SAS,2022,SF,50,16,7.10,0.487,15.40,0.00,-5.00,-0.70,965,19,
wagnemo01,ORL,2022,C,63,3,18.10,0.623,22.90,2.80,1.60,0.90,960,24,1999575.00
griffbl01,BRK,2022,C,56,24,13.70,0.518,16.90,2.10,-0.50,0.30,958,32,37472385.00
bateske01,SAS,2022,SF,59,14,12.40,0.578,14.80,1.60,-2.60,-0.10,956,26,1999575.00
robyis01,OKC,2022,PF,45,28,18.30,0.607,19.00,2.90,0.60,0.60,948,23,2061329.00
walkeke02,NYK,2022,PG,37,37,13.90,0.537,20.80,1.80,0.40,0.60,948,31,40434514.00
gibsota01,NYK,2022,C,52,4,12.00,0.606,10.00,2.70,-2.00,0.00,946,36,5677666.00
hachiru01,WAS,2022,PF,42,13,14.90,0.579,20.90,1.40,-1.40,0.10,943,23,5684789.00
thompkl01,GSW,2022,SG,32,32,16.70,0.547,29.60,1.80,1.10,0.70,941,31,43918911.00
lambje01,2TM,2022,SF,56,0,13.30,0.521,19.70,1.20,-0.80,0.30,935,29,12141649.00
lambje01,IND,2022,SF,39,0,13.40,0.524,20.00,0.90,-0.50,0.20,613,29,12141649.00
lambje01,SAC,2022,SG,17,0,13.10,0.514,19.10,0.30,-1.50,0.00,322,29,12141649.00
smithja04,2TM,2022,PF,51,8,18.40,0.595,20.30,2.80,-0.50,0.30,925,21,5154997.00
smithja04,PHO,2022,PF,29,4,15.90,0.547,20.50,1.10,-2.30,0.00,382,21,5154997.00
smithja04,IND,2022,PF,22,4,20.20,0.628,20.10,1.70,0.80,0.40,543,21,5154997.00
maledth01,OKC,2022,PG,51,7,10.60,0.500,20.30,0.30,-4.40,-0.60,908,20,2312695.00
satorto01,3TM,2022,SG,55,13,10.20,0.461,12.60,1.00,-3.70,-0.40,906,30,11563475.00
satorto01,NOP,2022,SG,32,3,6.50,0.373,12.60,0.00,-5.60,-0.40,481,30,11563475.00
satorto01,SAS,2022,SF,1,0,12.80,0.852,8.30,0.00,-1.30,0.00,9,30,11563475.00
satorto01,WAS,2022,PG,22,10,14.40,0.563,12.60,1.00,-1.50,0.10,416,30,11563475.00
carteje01,2TM,2022,PG,66,3,9.60,0.531,14.00,1.20,-2.20,-0.10,905,26,4749291.00
carteje01,BRK,2022,PG,46,1,6.50,0.462,15.90,-0.10,-4.40,-0.30,552,26,4749291.00
carteje01,MIL,2022,PG,20,2,14.40,0.679,10.90,1.20,1.20,0.30,353,26,4749291.00
mclaujo01,MIN,2022,PG,62,3,13.40,0.535,11.80,2.30,0.40,0.60,902,25,2312695.00
jonesde02,CHI,2022,PF,51,8,13.00,0.633,12.50,2.20,-0.90,0.20,899,24,
thomptr01,3TM,2022,C,57,6,14.90,0.541,17.50,1.60,-3.10,-0.30,897,30,11501738.00
thomptr01,SAC,2022,C,30,3,15.10,0.521,19.50,0.60,-3.70,-0.20,455,30,11501738.00
thomptr01,IND,2022,C,4,0,12.50,0.527,20.40,0.00,-6.80,-0.10,66,30,11501738.00
thomptr01,CHI,2022,C,23,3,15.00,0.575,14.70,1.00,-1.70,0.00,376,30,11501738.00
mcdanja01,CHO,2022,SF,55,2,12.70,0.595,15.30,1.70,-2.30,-0.10,895,24,2061329.00
brookdi01,MEM,2022,SF,32,31,15.50,0.515,28.80,1.60,-1.80,0.00,885,26,14107439.00
augusdj01,2TM,2022,PG,55,2,9.70,0.610,14.30,0.80,-3.60,-0.40,883,34,8814220.00
augusdj01,HOU,2022,PG,34,2,9.70,0.596,16.40,0.20,-4.30,-0.30,510,34,8814220.00
augusdj01,LAL,2022,PG,21,0,9.70,0.635,11.40,0.60,-2.60,-0.10,373,34,8814220.00
ibakase01,2TM,2022,C,54,12,14.40,0.579,17.80,2.00,-1.50,0.10,877,32,11240738.00
ibakase01,LAC,2022,C,35,10,14.90,0.567,19.40,1.10,-1.00,0.10,538,32,11240738.00
ibakase01,MIL,2022,C,19,2,13.70,0.601,15.20,0.90,-2.40,0.00,339,32,11240738.00
watfotr01,POR,2022,SF,48,10,15.80,0.590,17.60,1.90,-1.70,0.10,869,21,889034.00
murphtr02,NOP,2022,SF,62,1,12.50,0.558,15.70,1.90,-1.20,0.20,864,21,
harklma01,SAC,2022,SF,47,24,7.70,0.561,11.20,0.50,-3.30,-0.30,863,28,
youngth01,2TM,2022,PF,52,1,17.00,0.548,17.40,2.20,2.20,0.90,845,33,16408571.00
youngth01,SAS,2022,PF,26,1,18.60,0.574,19.10,1.00,2.40,0.40,370,33,16408571.00
youngth01,TOR,2022,PF,26,0,15.80,0.526,16.00,1.30,2.00,0.50,475,33,16408571.00
brookar01,2TM,2022,SG,54,11,8.40,0.483,16.40,0.20,-3.90,-0.40,844,23,2010962.00
brookar01,HOU,2022,SG,41,8,8.40,0.490,17.40,0.00,-4.40,-0.40,690,23,2010962.00
brookar01,TOR,2022,PG,13,3,8.60,0.437,11.90,0.20,-1.60,0.00,154,23,2010962.00
hernawi01,NOP,2022,C,50,8,22.20,0.582,22.50,3.20,0.20,0.50,839,27,2691075.00
alvarjo01,NOP,2022,PG,54,1,16.40,0.520,18.40,2.10,1.90,0.80,834,23,2226438.00
jacksjo02,2TM,2022,SF,51,3,9.50,0.491,19.70,0.00,-4.50,-0.50,830,24,5787924.00
jacksjo02,DET,2022,SF,39,3,9.90,0.501,19.00,0.20,-3.70,-0.30,707,24,5787924.00
jacksjo02,SAC,2022,SF,12,0,7.10,0.446,23.50,-0.20,-9.20,-0.20,123,24,5787924.00
snellto01,2TM,2022,SG,53,12,6.30,0.541,10.10,0.40,-4.20,-0.50,823,30,2763255.00
snellto01,POR,2022,SG,38,10,5.20,0.503,8.70,0.10,-5.00,-0.40,546,30,2763255.00
snellto01,NOP,2022,SG,15,2,8.60,0.591,12.80,0.30,-2.60,0.00,277,30,2763255.00
stephla01,2TM,2022,SG,46,1,13.60,0.536,22.60,0.80,-3.20,-0.20,814,31,1867297.00
stephla01,ATL,2022,SG,6,0,4.50,0.396,11.20,0.00,-7.70,-0.10,70,31,1867297.00
stephla01,IND,2022,PG,40,1,14.50,0.542,23.70,0.80,-2.80,-0.10,744,31,1867297.00
ellinwa01,LAL,2022,SG,43,9,9.90,0.593,13.80,1.00,-1.40,0.10,810,34,3054712.00
bertada01,2TM,2022,PF,56,0,9.40,0.531,17.30,0.90,-2.60,-0.10,807,29,18501560.00
bertada01,WAS,2022,PF,34,0,8.30,0.527,17.60,0.30,-3.80,-0.20,501,29,18501560.00
bertada01,DAL,2022,PF,22,0,11.20,0.540,16.70,0.60,-0.60,0.10,306,29,18501560.00
jeromty01,OKC,2022,SG,48,4,11.30,0.488,20.80,0.50,-2.30,-0.10,801,24,2790081.00
willilo02,ATL,2022,PG,56,0,12.10,0.500,21.70,0.60,-3.40,-0.30,799,35,
grimequ01,NYK,2022,SG,46,6,10.70,0.565,15.10,1.40,-0.30,0.30,786,21,2507701.00
winslju01,2TM,2022,PF,48,11,13.10,0.479,18.90,0.80,-1.70,0.10,774,25,4512575.00
winslju01,LAC,2022,PF,37,1,12.40,0.490,18.00,0.60,-1.50,0.10,479,25,4512575.00
winslju01,POR,2022,PF,11,10,14.10,0.465,20.40,0.20,-2.00,0.00,295,25,4512575.00
langfro01,2TM,2022,SG,48,5,9.20,0.520,12.90,1.30,-1.40,0.10,771,22,4399162.00
langfro01,BOS,2022,SG,44,5,9.30,0.520,13.00,1.30,-1.20,0.20,728,22,4399162.00
langfro01,SAS,2022,SG,4,0,8.10,0.523,10.30,0.00,-4.20,0.00,43,22,4399162.00
forretr01,UTA,2022,PG,60,6,10.90,0.554,12.80,1.30,-1.00,0.20,765,23,535632.00
olynyke01,DET,2022,C,40,1,16.70,0.561,21.50,1.60,1.60,0.70,764,30,14101799.00
bostobr01,LAC,2022,SG,51,0,11.20,0.481,22.40,0.40,-3.30,-0.30,760,20,
mcgruro01,DET,2022,SG,51,2,11.60,0.577,14.80,1.20,-1.40,0.10,754,30,2242562.00
pascher01,UTA,2022,PF,58,3,13.90,0.612,17.70,2.00,-0.50,0.30,736,25,2061329.00
marshna01,NOP,2022,SF,55,4,12.30,0.505,20.80,0.80,-3.20,-0.20,735,24,1755313.00
bitadgo01,IND,2022,C,50,16,18.00,0.595,19.90,1.90,-0.80,0.20,729,22,3582827.00
houseda01,3TM,2022,SF,42,7,10.60,0.555,15.20,1.00,-1.10,0.20,727,28,
houseda01,HOU,2022,SF,16,1,6.80,0.467,18.30,-0.20,-5.60,-0.20,233,28,
houseda01,NYK,2022,SF,1,0,-13.40,0.000,14.60,0.00,-20.40,0.00,3,28,
houseda01,UTA,2022,SF,25,6,12.50,0.610,13.80,1.30,1.20,0.40,491,28,
couside01,2TM,2022,C,48,7,18.20,0.567,28.10,1.60,-1.60,0.10,718,31,2357725.00
couside01,MIL,2022,C,17,5,19.00,0.572,22.40,1.00,0.60,0.20,287,31,2357725.00
couside01,DEN,2022,C,31,2,17.60,0.565,31.90,0.60,-3.10,-0.10,431,31,2357725.00
mykhasv01,TOR,2022,SF,56,5,9.60,0.509,16.90,0.80,-2.90,-0.20,716,24,
taylote01,IND,2022,PF,33,7,19.00,0.656,15.90,2.40,-0.60,0.20,714,22,1035075.00
hoodro01,2TM,2022,SF,52,0,7.20,0.493,10.70,0.70,-3.30,-0.20,709,29,2589691.00
hoodro01,MIL,2022,PF,39,0,6.70,0.470,10.60,0.50,-3.50,-0.20,581,29,2589691.00
hoodro01,LAC,2022,SF,13,0,9.30,0.603,11.10,0.20,-2.40,0.00,128,29,2589691.00
yurtsom01,MIA,2022,C,56,12,17.40,0.546,19.90,2.10,-1.00,0.20,706,23,1721876.00
tillmxa01,MEM,2022,PF,53,2,15.10,0.510,16.40,1.80,0.70,0.50,701,23,
nnajize01,DEN,2022,PF,41,1,13.50,0.629,14.90,1.80,-2.20,0.00,698,21,2889434.00
johnske07,2TM,2022,SG,37,12,8.70,0.453,21.20,-0.50,-5.90,-0.70,697,19,2952432.00
johnske07,LAC,2022,SG,15,0,9.40,0.440,21.90,0.10,-5.70,-0.10,135,19,2952432.00
johnske07,POR,2022,SG,22,12,8.50,0.457,21.10,-0.50,-6.00,-0.60,562,19,2952432.00
rondora01,2TM,2022,PG,39,1,10.90,0.496,16.00,0.70,-1.70,0.10,697,35,8672605.00
rondora01,LAL,2022,PG,18,0,6.50,0.383,15.70,-0.30,-4.50,-0.20,289,35,8672605.00
rondora01,CLE,2022,PG,21,1,13.90,0.567,16.20,1.00,0.30,0.20,408,35,8672605.00
bantoda01,TOR,2022,PG,64,1,10.00,0.463,16.90,0.40,-3.10,-0.20,696,22,1069919.00
krejcvi01,OKC,2022,SG,30,8,8.50,0.529,12.90,0.60,-5.30,-0.60,690,21,1069919.00
ntilila01,DAL,2022,SG,58,5,10.40,0.513,17.40,0.90,-1.90,0.00,685,23,2069001.00
luwawti01,ATL,2022,SF,52,18,9.30,0.556,14.30,0.90,-3.30,-0.20,685,26,
